评论ID,评论内容,点赞数,评论时间,用户昵称,用户主页链接,用户抖音号,用户签名,回复总数,ip归属
7482683282564350729,这剧是我个人感觉拍的最好的一部！其它大部分短剧基本上都是在浪费资源，剧情浮夸，几乎都在打嘴炮，强烈要求审核要严格点，多播放些像这部一样的良心剧,3,2025-03-17 15:54:40,再见飞刀,https://www.douyin.com/user/MS4wLjABAAAAeUN-Ts64FlICeC76tO4_tYSfozj6VfQ_zBc_bhtOH2o,,未知,0,安徽
7485989703562265396,这个短剧运镜和一般短剧不能比,0,2025-03-26 13:45:41,乌啊蛙,https://www.douyin.com/user/MS4wLjABAAAA3sUYyeIxFGDidqAaRk7h296Zh1T07Mf7Hy_rr_qjucY,60579627680,未知,0,天津
7485960789557347113,这个短剧里的女主演的真好,0,2025-03-26 11:53:48,用户6416818220389,https://www.douyin.com/user/MS4wLjABAAAAkSaCAwqJFbrlyfYFqRCwBRf4j6fz7ry5rmukHzDPUJM,,未知,0,河北
7485387021512393526,说一千道一万，皇家没好人，都是无情的种。,0,2025-03-24 22:46:52,㪼莣馨馨,https://www.douyin.com/user/MS4wLjABAAAABC1rp4rXPxyiiHZmab5HEx3Puyn-rQb8NMuDMxbcgCUVGMHEE8rqxNPo8ZrrE3DO,baizhouguiha12,未知,0,陕西
7484803989474427682,我一个几十岁的人都看哭了 这是一部不错的短剧,0,2025-03-23 09:03:46,田野,https://www.douyin.com/user/MS4wLjABAAAAfdHzr3r2f817E6jjbxSUq3k8B9RNR_ZIM36YsqaUmPE,,未知,0,浙江
7485036823443866422,为啥不能给她108刀呢,0,2025-03-24 00:11:06,牛牛！,https://www.douyin.com/user/MS4wLjABAAAAdf0aApHzvg5gsYPBSIJyYDw9BOPIWFipq_ex4OkvWYY,,未知,0,浙江
7483763504412361524,看过很多很多短剧，这是唯一一个让我流泪的[流泪]，尤其是那一句话，女儿不孝[流泪][流泪],0,2025-03-20 13:46:38,🌹狼狈の╄→じ☆νě🌹,https://www.douyin.com/user/MS4wLjABAAAAIcTcQ2bTeIM0pF9lvudzxjZv8xzvc6EruHaAhRjodvk,,未知,0,天津
7480037357556204329,喜欢一个人不敢说，怕吓到她，这个是什么逻辑？,1,2025-03-10 12:47:23,独醉ᶜ🍺,https://www.douyin.com/user/MS4wLjABAAAAL4A0HHknkysOu9MFs4Zfq5AyeGopcFVyZmOpjI3ePQk,,未知,0,云南
7405896954829488954,马秋元，演的太好了[流泪][流泪],393,2024-08-22 17:42:45,@🌿ℋღ᭄悦悦ℋღ᭄,https://www.douyin.com/user/MS4wLjABAAAAvv0uKNc1hkCBP3ZMGCEaTu6KphZbPywoI2U0UU9oBjw,,未知,2,辽宁
7431034485535507212,第一部让我看到泪流满面的短裤,6,2024-10-29 11:43:44,初🐭八,https://www.douyin.com/user/MS4wLjABAAAAdS0yQzL4z76CMwjfTGCHgWrSIwU63Ir3_fviPEZ_1h4,zhe66669999,未知,2,山东
7482964637102850851,这部剧是我看过最好的剧了，希望作者能多拍一些，真心好,0,2025-03-18 10:07:15,飞飞,https://www.douyin.com/user/MS4wLjABAAAA4bcEsTWsGxMEW2vFZjs7OiQ0TRc7gR0H9eJBTVVSAe0,40181971624,未知,0,山东
7405663403384161059,这💰花值了[流泪],62,2024-08-22 02:36:49,六悦,https://www.douyin.com/user/MS4wLjABAAAA7Uf4lUoP36rphReYXpx1Kzd_b8arJZcOmT53NkH_Lpw,,未知,9,广东
7438137303485055779,你们是花钱看的吗？,0,2024-11-17 14:53:19,人和米顿。,https://www.douyin.com/user/MS4wLjABAAAAHemYRh18FKfjqzEHVR8N63GwqAAWiUe_TauzCIY73QrAEj6iRkyXtRQYMNtRGB1m,renhemidun50,未知,2,新疆
7482828427045733183,这个短剧是我迄今为止看过最好的[赞][赞][赞],0,2025-03-18 01:20:56,李龙,https://www.douyin.com/user/MS4wLjABAAAAJvBSLeJkSuppK8W3u62ylEz7eO2L0nEA-a5XxFlbE00,,未知,0,宁夏
7425502612525335330,我把超市开在长征路上看过吗？5集！现在短剧已经开始不那么粗制乱造，很多短剧都很不错，主要节奏快！这部剧算短剧精品了！马秋元颜值演技都很不错！,2,2024-10-14 13:54:08,剑来,https://www.douyin.com/user/MS4wLjABAAAACeyIIcu_VN5g9kqpSVT60rylMbhgWGSrn_SNEJxJF3o,,未知,1,河北
7480958453688484619,[爱心][流泪][流泪][流泪][流泪][流泪]这叫人善被人欺，马善被人骑[流泪]。恶人有恶报，善人有善报。时间不到，时间一到比定要报。我看宋惜惜，真是个好女孩。一家人死的叫人心痛啊[流泪][爱心][流泪][爱心][流泪][爱心]虽然是电视剧，那都力下战功的英雄留下来的历史[爱心][流泪],0,2025-03-13 00:24:33,心净啊,https://www.douyin.com/user/MS4wLjABAAAAT7oXQW81eM2EK2CG3T2M30w4m2pGRy-I69vO4ninfwQ,,未知,0,浙江
7415173194955211571,咱就不能抓手腕吗，一定要抓刀刃[尬笑],121,2024-09-16 17:48:29,阿蒙奇奇怪怪,https://www.douyin.com/user/MS4wLjABAAAAy8aCXaJ1eooIVmInjcm8WxAHM4hxIeQhglj5Nkvutt8,,未知,10,浙江
7418248528437674771,这段剧真好看，女主叫什么，谁知道说一声,1,2024-09-25 01:27:49,龙游天下,https://www.douyin.com/user/MS4wLjABAAAA48sJ5AS6pL3iPKwxGKR9hoIHEYY9xDY40oy4bm09EgDrgLKOlYT682z9xwYIAW-6,ljq110779,未知,1,广东
7485571951235367706,太好看了。,0,2025-03-25 10:44:03,囹圄重生,https://www.douyin.com/user/MS4wLjABAAAARoc5DumjRBtgEeeeKmZxqAHFBQ2-Pejs4oY7NG8wlSc,lingyuzhongs,未知,0,河北
7405843689795535651,女主演技好还美,136,2024-08-22 14:16:00,朝如青丝暮成雪,https://www.douyin.com/user/MS4wLjABAAAAVrAKX0j8oLD-esMP8lNSI61QvmITzUmomCTP8rQYrHNQ-UXL3Y2oU9vAUOwfI1hU,43122538741,未知,1,陕西
7406172120235836223,这部剧虽是短剧，真心不错，看哭了,615,2024-08-23 11:51:40,漂亮鹅宝宝,https://www.douyin.com/user/MS4wLjABAAAAwWJpj040AJlsD3F7HfZDue7MnkmOJwdOlmERjtfacY4,63395127195,未知,7,天津
7405873304190190396,演的真好！[赞][赞][赞],33,2024-08-22 16:11:01,☞若月亮没来。,https://www.douyin.com/user/MS4wLjABAAAAoK0c1J1Hif5P0mYOhi7NmrmJ6ltFBXRKUQpHG1ggPIk,,未知,0,广东
7418983833637487372,那些说易昉没问题的，不妨想想为什么吕蒙白衣渡江搞得整个江东被骂了几百年[微笑],3,2024-09-27 00:43:56,特昂糖,https://www.douyin.com/user/MS4wLjABAAAAtKNDSMzYci-hp3y6Iy6ClWkkIJShygeRp-HPeVzp2N7pdmxoBzzO9drzOJa8TjN6,22088047260,未知,0,江苏
7407099546248446760,演的太好了，在她说女儿不孝的时候真的忍不住泪奔[流泪],517,2024-08-26 00:08:34,黔城靠谱粉面·越味炒饭,https://www.douyin.com/user/MS4wLjABAAAACioUs4BSBwWEmQZhPuIB6-q1IdsTCyP4rp-sGw_Gs8w,yatou4121,未知,13,湖南
7461258764874154752,全剧北望娘共晕倒32次，晕倒28次[抠鼻][抠鼻][抠鼻],3,2025-01-18 22:16:17,🧚🧚‍♂️🧚‍♀️飞龙在天👬👭,https://www.douyin.com/user/MS4wLjABAAAAZCrrGCWzATYLcFPQkFB-5LIVB0D0bYU2e48cdO-x2N4,c925y325k888,未知,0,湖北
7480940049438393088,一句实话，好剧,0,2025-03-12 23:09:31,怒放,https://www.douyin.com/user/MS4wLjABAAAAVzF62zJ912Y9zoIWYR5pyF--3zxH2HqePW1ayQobEFMr0o9BSN_xX-E4Ym0OD9sZ,nufang84464,未知,0,北京
