评论ID,评论内容,点赞数,评论时间,用户昵称,用户主页链接,用户抖音号,用户签名,回复总数,ip归属
7409224230137676570,怕脏了桃花枪,439,2024-08-31 17:10:51,💞夢迴,https://www.douyin.com/user/MS4wLjABAAAAteoQef20rprB5wzvTTgEu3La1xZh1R_YgGQ3FJEI9rY,,未知,3,辽宁
7408151698792874793,打狗棍,102,2024-08-28 19:47:34,子淳,https://www.douyin.com/user/MS4wLjABAAAAw3n3krltmeJcXWzlz9LvFJ2zHViQpOUvmIp5CaNlqsY_0nPeOO53N8tjH-l763aZ,zichun86614,未知,1,重庆
7410092438353085210,不能用桃花枪，怕脏了桃花枪，用打狗棍[捂脸][捂脸][捂脸],71,2024-09-03 02:17:50,如梦如幻,https://www.douyin.com/user/MS4wLjABAAAAYPBuR6zCnyaxOvT8CvpPVj8WId5gILrBjSC3JdlAtDI,,未知,0,江苏
7409146806205416219,男主是不想让女二马上就死,156,2024-08-31 12:09:19,星空库洛米,https://www.douyin.com/user/MS4wLjABAAAA-P7I2P_RzJK_pHR4CnqczEZR6_GEc3K6LjplUe8xynsK0QV64HcDa8stJISKFif9,A.78328638,未知,2,湖北
7421000027873952546,惜惜好厉害[看],1,2024-10-02 10:42:43,一个古人🍒,https://www.douyin.com/user/MS4wLjABAAAAAJpWWk_GfQKMmGxY9wtInC1k7VmGN7ADU_AjZuUbI40,zj839900,未知,1,浙江
7408048776051426085,谢如墨这眼神太霸道了,23,2024-08-28 13:11:43,库洛洛♀,https://www.douyin.com/user/MS4wLjABAAAA-BeCTL7v4O0B3fpz3bO0kKM_OzsdY9LhcibOOJhfQIo,,未知,1,吉林
7409544193666499328,根本就不是女主的对手，自不量力,33,2024-09-01 13:53:22,你的名字,https://www.douyin.com/user/MS4wLjABAAAA1vzhAPEna5qyEZy8xdAXc300FRD__bAZIp1Ij-5yrNY,nidemingzi5494,未知,0,上海
7408960721050551080,[发呆]我能看出她想杀的心，演的不错,28,2024-08-31 00:13:04,攒攒,https://www.douyin.com/user/MS4wLjABAAAActNZEWpRkAITNPu3AuSXpNmR6tnD0WaC9Vs1b4n0IOzNG8SN8Y5IW1IHxxwGH-_m,92635280209,未知,0,江苏
7406170490668188442,打狗棒,78,2024-08-23 11:33:56,～Z~,https://www.douyin.com/user/MS4wLjABAAAAJGZiwdNZY1agf41ceykk4DCYFqtDk-80OI6ZYUY1e8c,muggle.123,未知,0,山东
7413190433285620530,这个仇恨的细节，女主处理的太棒了，把小说里的情绪几乎如数还原出来,19,2024-09-11 09:43:02,乐福心语,https://www.douyin.com/user/MS4wLjABAAAA1uj3bJWKEKGL4dY4K4q2-d7c3mr3DxXU2p_TGnEQTPk,,未知,0,福建
7453117930348462889,这个打戏比现在的电视剧强了不知多少,1,2024-12-27 23:47:12,何*小麦,https://www.douyin.com/user/MS4wLjABAAAAaBJgLBEbwXKosrsvl5ymWryapOi7xPXGrdhkiDF-iUw,,未知,0,云南
7408933352676508426,真用桃花枪对面那女的就死了,56,2024-08-30 22:19:10,猫咪,https://www.douyin.com/user/MS4wLjABAAAAXlnfEGVflhH0SmcoTM3QU8p_d94ZBJhpXVEZKmmjHQI,,未知,0,湖南
7406606784092439331,痛快[赞][赞][赞],20,2024-08-24 15:58:10,小燕子,https://www.douyin.com/user/MS4wLjABAAAA18LDbE1fM7XS_QKVFcW37jM9yGxFxtmSwlFxyCwDmtwFLrn_XNX41MnRLNF4c-5T,zhy9768,未知,0,湖北
7411773786968425231,这也太不公平了，为什么他用刀，人家要用木棍，,11,2024-09-07 13:57:13,沉默如梦,https://www.douyin.com/user/MS4wLjABAAAAk3LPRdbRQ2ll2lIrn5jaBnYZZfoEGTSOtwANlcsi6fNA-yvTdOKd7Z0oXtsRxKGf,txe18944994355,未知,0,广东
7416200767452742419,用木棍，既不会杀死女二，又能让女主发泄愤怒,6,2024-09-19 12:16:33,银后海棠,https://www.douyin.com/user/MS4wLjABAAAA7qzAXo95vojYAwQvwA3dI1soev6XUXgVYCsfHXSX1SqUkJDia7pXdKI12LN3qK0p,yinhouhaitan,未知,0,山西
7410345143205184294,一招都抗不住！,15,2024-09-03 17:35:45,@健康生活,https://www.douyin.com/user/MS4wLjABAAAAruzKcu4_c6N5AGiMiAmOBba_KSzgG4o7qN11OtYELKjthFSKg1Is30-HQWk0xSIm,jiankanghuoz48,未知,0,湖北
7409252894330290944,不是一个级别[泪奔],7,2024-08-31 19:05:03,张逸菲,https://www.douyin.com/user/MS4wLjABAAAAvXVvymye2O9RNJZhH_04dtJBY2Uk83shyGZ6KVj0b48,22245824225,未知,0,河南
7407043673769280296,人家都没动,8,2024-08-25 20:11:28,抬头微笑,https://www.douyin.com/user/MS4wLjABAAAARC72u8IEB5wUz91VpoqAHFkVofzrORmOywiV0lDKt4c,,未知,0,江苏
7413957853789324067,跟着打过仗的怎么会嘴碎子呢,8,2024-09-13 11:16:52,波波水冰月,https://www.douyin.com/user/MS4wLjABAAAAfm-Wnipbg3x_NhmiL3yqjhn4a43Y_ZOq45DNC13o-5Fx7jwKfIpwmAdAebAV0EN6,dy1qlmm659rv,未知,0,上海
7408212553651880715,惜惜加油[赞][赞][赞][爱心][爱心][爱心],14,2024-08-28 23:50:12,01❤️,https://www.douyin.com/user/MS4wLjABAAAAQjQ4Nr-x1MUJWE-sofoD6gKb8XPrtUr8sQqf0Jrl_bA,tangshao5329,未知,0,广西
7409977144706827046,反派大多死于话多,7,2024-09-02 17:48:35,💞࿐姐ღ᭄是限量版,https://www.douyin.com/user/MS4wLjABAAAAQ52Vk-ZigL2wDHoZJtWVZS2c9Vf6uAmP7QzkOjz21MU,83368590300,未知,0,重庆
7412115539244253967,练武和练功的区别就是张狂和练心,5,2024-09-08 12:03:05,罗威的森林,https://www.douyin.com/user/MS4wLjABAAAAFE9UJ9u1McVXCScCgUTHGG9K0qR_pRODuGdmZ9Mif38,520wmjh8,未知,0,浙江
7415167293795664655,连着好几集加载失败。。,2,2024-09-16 17:24:37,月颜,https://www.douyin.com/user/MS4wLjABAAAAXQKp4Q1BKV0sciLCm0U7kysB4khzuSEnM_VPC3o3CL0,,未知,0,天津
7412186214323471114,男主女主有夫妻相,2,2024-09-08 16:36:28,大红,https://www.douyin.com/user/MS4wLjABAAAAiqZUygoLJRCknbpnDvIwdWzWMuwNVge_38jiEY9kbBA,,未知,0,云南
7422274743400776488,真正战场上有这么多小兵乱说话，死了不知道多少次了,1,2024-10-05 21:00:42,了？,https://www.douyin.com/user/MS4wLjABAAAAYtDw3RgTZ8Oaj3P8z7O3M9OyG4VxteMuKx93_7JgX2OnKnS14CU8ClD9sed7QE1E,33710723834,未知,0,江西
7411844204257739531,哎马，太帅了，这女主[色],2,2024-09-07 18:35:17,玫瑰心迹,https://www.douyin.com/user/MS4wLjABAAAAuQIPjyRaa6Uyzb5jzJ3X3W9r_PkibZ-1rWv8hASiSEQ,,未知,0,湖南
7482777549731627814,易昉真狂啊,0,2025-03-17 21:59:35,ㅤ￰ ￰ㅤ￰ ￰ㅤ￰ ￰ㅤ￰ ￰ㅤ￰ ￰,https://www.douyin.com/user/MS4wLjABAAAAj0jmbeFj0maBSnXGCW5q-s6JGyRc2p5eMBehIqWg8Sxvv_XGb0DAEk3wK84Y4gAV,grxjrdnirfn,未知,0,河北
7477081508763812647,为啥不用桃花枪,0,2025-03-02 13:36:12,♬最美不过初遇见＆,https://www.douyin.com/user/MS4wLjABAAAAggmBR1gjo6CGwgv9ZNSwo-slR6iH14OTVqW-IrcLXcQ,dyq8yfyp49fr,未知,0,广东
7432313156725654281,这部剧，最尴尬的就是女主武功厉害得夸张,1,2024-11-01 22:20:32,优雅的疯子,https://www.douyin.com/user/MS4wLjABAAAAUiTIhZrtcdAAwAG2A46r8foqXq0u7kJaBnbQVG8BMzs,,未知,0,广西
7428884520185185060,花枪她不配，打狗就得用打狗棍[捂脸],2,2024-10-23 16:44:28,۶•͈⚇•͈ა,https://www.douyin.com/user/MS4wLjABAAAArUhZLxg0VH5T-lZLqJGultH8aJ_SuQXrUuaHu0obcxaqvT5TCiSQ0xZ_tDqr8rP0,62613829881,未知,0,广东
7424522006421340980,万紫和棍的演员，个太高了，也太成熟了，没有小说里的机敏，灵活，顽皮样了！万紫要是个小圆脸就好了！,0,2024-10-11 22:28:23,青,https://www.douyin.com/user/MS4wLjABAAAAzbi_TCpLky_48k6fDy9gJtGh3KF0TGYabdyDbYNJBb7Q9hA8szajUj_DhTb0FjhU,qing60473,未知,0,安徽
7416582215074890508,[666][666][666],0,2024-09-20 12:46:56,欧阳,https://www.douyin.com/user/MS4wLjABAAAAqaPWuVOPkKm32-VYMkoHQxtVN8o1Lh3tbjrLuVgRxMA,jiayouok,未知,0,江苏
7412651370312270603,[666][666][666],0,2024-09-09 22:33:14,会飞的螃蟹,https://www.douyin.com/user/MS4wLjABAAAAvWmLvoddmLi9AjTBNAr3I02HlEF8mCkqzqZpT4aw6OM,,未知,0,浙江
7408826341721162548,[赞][赞][赞][赞][赞][赞][赞][赞],2,2024-08-30 15:26:40,王好,https://www.douyin.com/user/MS4wLjABAAAAi99p8JP_r0FkR8J8Z96TOfI9QUT3xIHb9nYGfvlrlSE,dy87ghu0bt37,未知,0,黑龙江
7408807237172593417,太好看了[赞][赞][赞][赞][赞][赞],2,2024-08-30 14:06:24,宇姐,https://www.douyin.com/user/MS4wLjABAAAAc_5AtHuUbky2n87xe7hO3lfDevv1J6ROF-lfRMb_Xv4,,未知,0,广西
7482752962130346791,[凋谢][凋谢][凋谢][凋谢][凋谢][凋谢][凋谢],0,2025-03-17 20:24:24,奥利给,https://www.douyin.com/user/MS4wLjABAAAA-ctE5Cy06efGzNJwT05xGCTlwWvIxd2FOh60kmxUV8to2qWngDWyZ7sFgxog0kRI,aoligei49162,未知,0,广东
7474134374523339530,这部短剧演员演技不错哦,0,2025-02-22 14:59:37,梅清木秀,https://www.douyin.com/user/MS4wLjABAAAAKVWajPuKMtKSfp5q99gpQGlnb9mE4FaMu8Z3A_ZZoBpJKghwN_pvOKQKd-YyE39H,dy12dh9op12e5,未知,0,广东
7467244660789232395,女二真的行，虽然招人恨，但是带着那股子英气,0,2025-02-04 01:26:56,原尢 -,https://www.douyin.com/user/MS4wLjABAAAA_dG9TayiR5ei8kKkBUUyQieFih1LJEBGGVhCc0hKsjo,ICANNOTLOVEYOU.,未知,0,内蒙古
7454434062079165218,[捂脸][捂脸][打脸][打脸][发怒][发怒][看][看],0,2024-12-31 12:53:09,郭丽琼,https://www.douyin.com/user/MS4wLjABAAAA7eTDVYCUyOV9eq0MWoFTTG_J87Q8YXThUA-UFPT7Y54,23183351593,未知,0,云南
7447468091414741794,迪丽热巴,0,2024-12-12 18:21:31,绿豆芽豆，商品豆，豆瓣，供应商,https://www.douyin.com/user/MS4wLjABAAAA8QTD9p-vP1zT0PKXb7emQT-iv-SFs-2bN4dWl2WCPCoK5aiPBVLrQ0W9Jd4TyEKY,38081139736,未知,0,吉林
7446419274653385511,男主越看越帅了[色],0,2024-12-09 22:32:55,莉莉雅,https://www.douyin.com/user/MS4wLjABAAAA5ggDu7f6w4d4a_r6iX6JKKurPWW8XneG4AF1dCkIGmc,,未知,0,贵州
7444486227686654720,细节拉满了啊,0,2024-12-04 17:30:34,@相濡以沫（关赞必回）,https://www.douyin.com/user/MS4wLjABAAAAbXHPH6xpcrbRymF8iZUBPJu3v4oXMTiWH8Wf0n_oH_Q,,未知,0,广东
7441484682003120930,内鬼最可怕[捂脸][捂脸][捂脸],0,2024-11-26 15:26:01,微微尘,https://www.douyin.com/user/MS4wLjABAAAAXmMrUq7uSsnYrI0yvwiHU921eAlNpj4X7h-C7UtABFElFJehgdguJzc9on_vWukE,shen494158,未知,0,河南
7439862584260018983,打狗棒,0,2024-11-22 06:36:16,隐形的翅膀,https://www.douyin.com/user/MS4wLjABAAAAtczbLHOHjM6_X538W03GNhCHbINMGemO7yr2ZW2EtC8,,未知,0,山东
7438906841712788236,女主适合演神仙姐姐,0,2024-11-19 16:41:37,yang,https://www.douyin.com/user/MS4wLjABAAAAxXw33NueW_QyYpnR3ORfs05-5tY43ooVRzKBxRWhdJYhRlOxM_EfD70vNHQjuRMy,yang59263,未知,0,吉林
7438905383337526057,太帅了,0,2024-11-19 16:37:57,时光★安好,https://www.douyin.com/user/MS4wLjABAAAA3HxUn2O_amv1K-mxDBoEgppm7h2KA-hlhOKzlW5ALorxxtficYZWEjrNGJyjua7-,87801443361,未知,0,辽宁
