评论ID,评论内容,点赞数,评论时间,用户昵称,用户主页链接,用户抖音号,用户签名,回复总数,ip归属
7408143910823166757,这醒酒汤效果不错，啥配方[捂脸],99,2024-08-28 19:19:28,最美初夏,https://www.douyin.com/user/MS4wLjABAAAA67yVo-K6Ypm9xV0dBaMy8kO1U5I0_hn1lO1VbjUAU6w,HM03979955,未知,2,河南
7412211598012351272,醒酒汤什么配方？好用吗？,13,2024-09-08 18:15:03,舌战群儒,https://www.douyin.com/user/MS4wLjABAAAABZsnDxZXWxEQeEOXXpXGKs6fdsUXt2ljp8aBqK-Gu589GeR7WuJtlTbF65z60S9W,dybnot732av2,未知,2,江苏
7413712363351753524,这师傅连个侧脸都不给？,16,2024-09-12 19:15:56,平范人生,https://www.douyin.com/user/MS4wLjABAAAAAOr1UZhL7HACMcRBDLLib8YDIPM2v-oFj_kuws0-L4k,,未知,2,山西
7425100293081449267,求这个醒酒汤的配方两口就这么清醒,2,2024-10-13 11:48:25,Mr蔯,https://www.douyin.com/user/MS4wLjABAAAA8eEOflgbtFtlxR00YKIMggUzcP7sVEJm-_FF_zA-BcM,,未知,2,浙江
7413963333203051305,给我换个北冥王[流泪],16,2024-09-13 11:45:07,sandra,https://www.douyin.com/user/MS4wLjABAAAA7EjJpa_hvZWewkOCRfALfuVUTslQFbM98Bx1IScz7Nq5cCiG7wwARdhCi_w1y786,sandra25437,未知,4,陕西
7408716108683936538,小说里好多情节，都没有演出来,1,2024-08-30 08:26:07,念念琪,https://www.douyin.com/user/MS4wLjABAAAANiO59vPghrRbvrvbI6CJ-mrQkwysbrKy_2nXcD6HUvY,,未知,2,河北
7411840393828254504,后面还有一半小说没拍,0,2024-09-07 18:13:36,行者无疆,https://www.douyin.com/user/MS4wLjABAAAAZuwmnNLP3eHlzy_T1IvFyMPehV7_s6hW0eJ0XBI6CLE,wangwansan16,未知,1,四川
7412885727010931494,丫环也漂亮,0,2024-09-10 13:54:10,苹果,https://www.douyin.com/user/MS4wLjABAAAAorahlaZ6OFtIeDinRxbRUZcuQN1sLlZI4ZDiNu0b7-A6mPSIYPkm6VtQNwynzv_0,15075727127z,未知,1,河北
7409679384560894754,看了这么多部剧，就这部剧让我看着非常动情，戏份把握的都非常到位，演员的颜值演技都很到位，编剧真的很用心了，堪称一部好剧值得一看。真的很喜欢这部剧,27,2024-09-01 22:36:35,💖單曲循環💖,https://www.douyin.com/user/MS4wLjABAAAA7BMH-GBKWrbVMDhP8-19nQL4nzCaa_MClVpGaJkyGgpXkjbm09goy8ExIvfHji0L,weiai97332,未知,0,辽宁
7485588350368924468,应该还有第二部,0,2025-03-25 11:47:25,剑虹,https://www.douyin.com/user/MS4wLjABAAAABCrapoVy9WxJL5gIgC8hZY2WBry4OlL5lJGBBumT56UKlmQ8fU7Mtbc6OulQBDNX,jianhong2287,未知,0,江苏
7405797537326220071,老好看了，强推,85,2024-08-22 11:16:52,用户8067233775946,https://www.douyin.com/user/MS4wLjABAAAAYPashYFkKdQg5E64AbMjU9_uoc_dBAuAAg7JZ8dwmQs4LTSlgTVYDJ6fAV-snWvi,70842252995,未知,0,辽宁
