评论ID,评论内容,点赞数,评论时间,用户昵称,用户主页链接,用户抖音号,用户签名,回复总数,ip归属
7412441840941368075,十里红妆有多少钱？[思考][思考],7,2024-09-09 09:00:14,小利,https://www.douyin.com/user/MS4wLjABAAAAL7b3E6zIDSlBgPWmE4jG6wKvPbGTQ0mvfRwUJEMf-ws,dy3mzpac8t4a,未知,7,柬埔寨
7409737303193830156,还在追这部小说，可是短剧这北冥王一出现，好想自毁双眼，天哪！[捂脸],90,2024-09-02 02:05:39,妞儿,https://www.douyin.com/user/MS4wLjABAAAA4h9hf1AHB3C5Zewpt99rGb2mFOETODtA1aDk551od1c,,未知,15,广西
7405661895795426100,这个小说都出短剧了！？那我必须看！,52,2024-08-22 02:30:51,马里奥☀️,https://www.douyin.com/user/MS4wLjABAAAAn47GIfUPuHu62ulXeo5R1MTJyh_kbtg05rsYcYsqe0M,,未知,5,湖南
7405588317464494867,此剧为桃花马上请长缨唯一正版短剧，大家多多支持正版[比心],370,2024-08-21 21:44:57,，？,https://www.douyin.com/user/MS4wLjABAAAAAgnB0P67KKOOXOl-eYMuQdLCWBixSeVxRSe84A7LZc0,cativ310,未知,19,宁夏
7406894295339123510,可惜太短了，小说还没更完，短剧也只拍到宋惜惜和北冥王成婚。后面还有很长很长呢,24,2024-08-25 10:12:51,花瓣朵儿,https://www.douyin.com/user/MS4wLjABAAAAsvSZAxFskEsAwFuojzo8k5ymEO08453yQxzTGeVy4xg,,未知,5,湖北
7405813873779557159,男主有点儿像大头,27,2024-08-22 12:20:16,Emma,https://www.douyin.com/user/MS4wLjABAAAARAEkmxz5O0ej-Ek6GxoZstaFqYbHsUPz6wlvY2_cPq8,,未知,6,山东
7405842265380193061,求皇上的时候就应该叫皇上把嫁妆帮忙退了,47,2024-08-22 14:10:26,霞霞正能量,https://www.douyin.com/user/MS4wLjABAAAAhE8LEJrCZ47oWW1Ml8lVGdIwcFrgg9ns8JZYuAyrJwo,,未知,4,广东
7405789259854234380,这个女主演女将军有点太美了[比心],71,2024-08-22 10:44:44,茶宝短剧,https://www.douyin.com/user/MS4wLjABAAAASDmFqMaEeiVy7f3sPysD6rS5fQdHZCMaND2UNY66fj9PzIi6FNx4YEDeHFN9r5Pk,24098344029,未知,2,辽宁
7406559290193249065,宋惜惜的选角太可以了好看，易昉的选角会不会太好看了点美女演反派。,203,2024-08-24 12:32:53,🌈🌸爆爆珠,https://www.douyin.com/user/MS4wLjABAAAAkUgLSjfSyWm59Ru_RKgf1R-a2NJFbrroX1uK9ExsAh8,zbz40707,未知,5,浙江
7406547909044994856,我不知道为啥觉得男主有点想大头？,4,2024-08-24 11:48:43,空想尽,https://www.douyin.com/user/MS4wLjABAAAAUvMNY2if9_UAykjedpMeI8kwUHsTzVDoZaHvH8HpKmM,,未知,4,陕西
7406152491227939620,正在追这部小说[呲牙],13,2024-08-23 10:14:15,果粒多多🍋,https://www.douyin.com/user/MS4wLjABAAAAvjCkLsnmmcWGSv0yCZ3XhBTIfsMCi1vw2ajo-dUagdw,,未知,4,湖北
7405834853504074537,头一次在短剧上看到演员选这么好的[泣不成声]母女俩不能说一模一样 只能说一模一样[泣不成声],279,2024-08-22 13:41:41,圣黛美妆工作室,https://www.douyin.com/user/MS4wLjABAAAAbiJbXlns4fQAF9exqkZ3mNbqJc8E5TedWDIoXVSEwDsS0XmjsT1yDk7qliTNgUnQ,35510177752,未知,3,云南
7405799984727540499,宋惜惜好美[玫瑰][比心][比心],129,2024-08-22 11:26:21,龙龙姐,https://www.douyin.com/user/MS4wLjABAAAA8fe62cgQfJJZRrkypBSn4MM3pVwbbJPxeyM3I_S0jFI,LLNWBX,未知,2,山东
7406517928076215081,想问下这两个字读啥[捂脸],10,2024-08-24 09:52:22,常小米,https://www.douyin.com/user/MS4wLjABAAAA0dcddT2b81wEGxosDgZEWighGJQ9ADzTQuNo0jB6qiM,M88658,未知,5,浙江
7405836774066635535,啊～～～这个小说竟然拍成短剧了！这个战北望[流泪],802,2024-08-22 13:49:07,半勺方糖,https://www.douyin.com/user/MS4wLjABAAAA7qRbonX3V98VFNXGO0uJP8dsNM7NvnyonpcZ1qo33dA,,未知,75,广东
7417762733783843618,又没犯七出为什么休妻还扣嫁妆,1,2024-09-23 17:08:02,月牙,https://www.douyin.com/user/MS4wLjABAAAAJEKPKo3sFIYc-Kt1o2BGTKu4Q_AW11ZRyuSnnV5UodA,,未知,2,浙江
7407751693570442042,哪里能看到免费,4,2024-08-27 17:40:06,小棉袄,https://www.douyin.com/user/MS4wLjABAAAAbKDrnqcz0g7HMgDPdN9jNPVnK9h1j7LCs84XfH_XiOM,,未知,3,吉林
7405714118014370569,我看过这个剧的原著小说，当时看的时候就想拍成电视剧就好了[呲牙]，剧情不错是大女主爽文,31,2024-08-22 05:53:22,用户550777681530,https://www.douyin.com/user/MS4wLjABAAAA5weVDZYGK6l5mauNEBgkdx87YLyWsDdHaab0c7ZUezo,,未知,1,湖北
7406106260913193778,这个短剧拍到小说的哪里的？有没有嫁给谢如墨呢,7,2024-08-23 07:14:53,🐰跳跳&糖糖🐯,https://www.douyin.com/user/MS4wLjABAAAAr_ZrIy-HbV0vfwul2Ik2ODt6XDqZHkBURaBLNrkir0w,,未知,1,云南
7408917918791009062,宋惜惜这个演员前途无量。,20,2024-08-30 21:05:32,我是金牛座,https://www.douyin.com/user/MS4wLjABAAAAz3dXLZDOuoDRQE5TMMcgCVVMxf9DkRz2GeyzFabdTwjYoBCKUqh_8m1d5J_YaBF-,,未知,0,河北
