评论ID,评论内容,点赞数,评论时间,用户昵称,用户主页链接,用户抖音号,用户签名,回复总数,ip归属
7484396606754980645,这家人真无耻，下场也很惨[抠鼻][抠鼻][抠鼻][抠鼻],0,2025-03-22 06:44:36,chi小鱼,https://www.douyin.com/user/MS4wLjABAAAAp4LSwLs3eH27sZXEnnB2J0my8wGzS4I4ZZ75_Gaq99WnI99pms3o_gLekzZLhmBs,chixiaoyu198,未知,0,河南
7480891274502226699,这版本比任何版本强，我看了无数遍，各个演的好[赞],1,2025-03-12 20:00:01,何兰,https://www.douyin.com/user/MS4wLjABAAAAkhCc4XeV_h2xpA7VVoUMw4gNDCeWNH3yyNbr3Y4wdzom9fSZGOAyEjxZkXdTGMcl,95647587466,未知,0,湖南
7482619015111639849,打的好，大渣男[鼓掌][鼓掌][鼓掌],1,2025-03-17 11:43:30,用户1699463463218,https://www.douyin.com/user/MS4wLjABAAAA6t6f68avQFQN9LW4UwQ5r7i4o4LMGpA69MJIWkFkuoblZnJRtnEUbPHu88yWrINF,dybepxjc8d1g,未知,0,四川
7470863567563424538,这一掌出去，你还要得起吗？,0,2025-02-13 19:27:20,不知道,https://www.douyin.com/user/MS4wLjABAAAAnzoXekqqeNn9UfDJwt0KCM9Q9yTpGWoeSn6NOWFOErgIKIpECx3WY8Ej-0b8Jd0v,buzhidao813059,未知,0,浙江
7478966795026613007,往死里打,0,2025-03-07 15:32:26,用户6429608731241温暖,https://www.douyin.com/user/MS4wLjABAAAAB2MIEXJGW99D4RKw5-yDFlWYTHKEq8p06XzIdF3Z0tGQ6shUv0xr0dg5BHW2WL0y,dyugfagz7n3e,未知,0,陕西
7472768364785091378,打死他个负心汉，,0,2025-02-18 22:39:37,冬梅🌸,https://www.douyin.com/user/MS4wLjABAAAAXTiwh3wjCojwo_fFu1jOeslNgxl9r5whuaPlwZxwQk2JRFo_ta6vXg1eQxavpqMt,21718553719,未知,0,江苏
7475815657226076980,将军府吃相太难看,0,2025-02-27 03:51:54,胖胖,https://www.douyin.com/user/MS4wLjABAAAAas4TP3jcUQNweiTwWltaLIB7rzSgDhc2SfbbbtyQgR9H79PXoEt2C_4WfzMbyrIK,pangpang9882,未知,0,上海
7469336883744310068,惜惜,0,2025-02-09 16:43:01,水墨丝竹,https://www.douyin.com/user/MS4wLjABAAAA9aWE373VyYgm_c8-EUURH32RLKB_X-R3tEBOsinfFG0,,未知,0,天津
7477807481847612200,一百个版，这个剧情[灵光一闪],0,2025-03-04 12:33:39,豪放,https://www.douyin.com/user/MS4wLjABAAAAaEcXc3oiUojqRorMM9lUwyjp-VQJ2Sxs2et1J6HvR1Q,20090522chen,未知,0,河北
7471131263103255305,左三圈，右三圈，卷完圈圈成武仙,0,2025-02-14 12:47:08,悟空是老衲,https://www.douyin.com/user/MS4wLjABAAAAeHS9OAeTSnmeaEr1epWQ9K4PprJuIEhU_Rbj-K6az7b6pgAkUmswOYnCVfgsXNgj,62094043199,未知,0,湖南
7472175672711447331,不算很会，打你正好[捂脸][捂脸],0,2025-02-17 08:21:10,想你的我（不私聊）,https://www.douyin.com/user/MS4wLjABAAAAuojxav9PqkvXQIMCPi8x34zkpR3NI_8BffIs2qR4E2o,,未知,0,山东
7441604447070192421,马秋元好美呀！我一女的看的都喜欢[捂脸][捂脸],2,2024-11-26 23:10:47,静儿,https://www.douyin.com/user/MS4wLjABAAAADrJs5WghylyxkDe8eIhViiIFU3oUyaVtqhPsrGiTngI,wj894100,未知,1,湖北
7473355198909858575,太酷啦,0,2025-02-20 12:37:19,小小涵,https://www.douyin.com/user/MS4wLjABAAAAUNGy6ajEa9Xx8Y6SLJsHiG6ln4lcsiTqAS4pGCM1sLI,53276620971,未知,0,黑龙江
7473739351227220762,好看,0,2025-02-21 13:27:18,包包仔,https://www.douyin.com/user/MS4wLjABAAAA15Qp_u1iLlKQyq37lWAtDzaWMYIy8hdmZdmS_WMw1SvmsVDasd7L06QlX5B9wqzk,baobaozai448,未知,0,广东
7478187751205077811,马秋元这部剧真飒,0,2025-03-05 13:09:02,杀人的心跳,https://www.douyin.com/user/MS4wLjABAAAAPj2EySm88q3AeobJOkbg9Q6mGyUdbdXChoqjLGyC5H-y4aPtWv9tsP7lVH6ZcYe-,sharendexint66,未知,0,辽宁
7466394581484241727,[玫瑰],0,2025-02-01 18:25:39,（限流中）/辞汐灬宝宝\（1000冲）,https://www.douyin.com/user/MS4wLjABAAAAF274imwVypzg6l_--o-Ju2HKIIeSKmPWNTqkJ7NOn2U,YYH613,未知,0,广西
7483072030352409379,[赞][赞][赞][赞][赞],0,2025-03-18 17:01:28,苏润宝,https://www.douyin.com/user/MS4wLjABAAAAJXv_tWCSw_bMtCqs-7x4IoDonfgYFXIPm02xHQBr0-A,71609188462,未知,0,山西
7477166327733683004,[赞],0,2025-03-02 19:04:12,严守卫,https://www.douyin.com/user/MS4wLjABAAAApYllJz7sn0_GhZChaT5xm0sobsqh5laFmoLH3wBUDz1gI9x47lxBz2kuIF1v40uB,25536135099,未知,0,江苏
7469207391189746490,喜欢女子,0,2025-02-09 08:19:32,艳,https://www.douyin.com/user/MS4wLjABAAAAlHDQy7WvJBnRxKzYT-McxylDSfxxhW0LA7NmBumbJQV7z3kOUtCuP4yOa_73Er_Q,25999701547,未知,0,山东
7420690841378046720,刚看完这个小说,1,2024-10-01 14:42:58,今日上上签🥳,https://www.douyin.com/user/MS4wLjABAAAASQx_WSur7oCJCefN-v__Yywyx-_0faqI73UywWSagfBc6uMqxfi-cAu2eUiSyYk0,huakaimanche21,未知,3,陕西
7406740533744321291,这女主好漂亮啊，一下看入戏了[玫瑰],134,2024-08-25 00:16:15,羽@瑶,https://www.douyin.com/user/MS4wLjABAAAA9keNz9BR11yCPQCNsDmBaWf2wr4w1hhPpEAh-dQfkqo,,未知,8,广东
7418423545070781235,宋惜惜的扮演者是谁？,1,2024-09-25 12:05:14,那小谁,https://www.douyin.com/user/MS4wLjABAAAAWBRI4zWRdawd0rW_l7i1itZqobs_v6KaQswRzRryeVQ,,未知,1,黑龙江
7405774758346326821,抖音是能猜透我心思的，刚追完短剧，抖音就刷到了,14,2024-08-22 09:48:29,柠檬,https://www.douyin.com/user/MS4wLjABAAAArRsLO4uthBuyQxDoXQ7BZA-kB_hbJBzk2eNXP_VlTYU,38619983757,未知,0,河南
7405805380875682587,我[疑问][疑问][疑问][疑问]这么憨，演坏人？[疑问][疑问],22,2024-08-22 11:47:17,少情绪，多方法,https://www.douyin.com/user/MS4wLjABAAAAVqtOCLqF_XaOLMQIHOgx0aO_p6Z9_kFglH2whkWDakfgjQepmIugdcEqEXODHi8j,dy8ibqap1jfx,未知,4,吉林
7410819728414327586,这是最正宗的一部桃花马上请长缨了吧？[赞],63,2024-09-05 00:05:42,华姐追剧,https://www.douyin.com/user/MS4wLjABAAAAO5ERDDK77KlVczVVWSyHbfAMSqI-3-PsIvG_cYcpAc_kgXoq3xwmbH2Kr7yXFKUL,zhuguihua508,未知,7,四川
7405917617393435402,桃花马上请长缨？小说都没更完，剧都出来了？[捂脸],37,2024-08-22 19:02:50,金元宝,https://www.douyin.com/user/MS4wLjABAAAAqJ84T_OCX_IQP78DgDWKvv0adLVe2BPcZI__-nPus14,,未知,6,广东
7405800830962189092,以前还是很喜欢这个女主的，但这不是我心中的宋惜惜呀[流泪][流泪]真的演不出看小说的那种感觉,118,2024-08-22 11:29:39,都都妈,https://www.douyin.com/user/MS4wLjABAAAAEWhDmkCJ7UcjmNod-h-I16YpaH-ZsS908zJ8ma3p9K5RRBEi__tNw-rQ088VP9bi,doudouma7555,未知,19,四川
7406542708670513935,[九转大肠][九转大肠]这个是战北望吗，虽然不是男1号这也太抱歉了吧,30,2024-08-24 11:28:31,Catkin゛,https://www.douyin.com/user/MS4wLjABAAAAB1J8CCJAm1pJ-9eKfH1chFTDC3MnRkg-3K15ntDxUZg,catkin.lee,未知,7,河南
7406719622235358010,看到谢如墨 我弃剧了[捂脸] 毁了我心中小说的王爷,30,2024-08-24 22:55:05,柠檬味的初夏,https://www.douyin.com/user/MS4wLjABAAAAlDQ1rIrN7v3LHc4s5F1dF_pv3nmaw-l9qD4OOcLaqps,520_lxy,未知,3,天津
7479615138753102642,短剧里最喜欢的一个女演员[玫瑰][玫瑰]真的美,0,2025-03-09 09:27:58,浙里的音乐,https://www.douyin.com/user/MS4wLjABAAAAENoNuZ_iDGzJRkwkkw3AIct3obtn0pDBaC-S_7O4AFp_Np_rEdTZ1Y_gV7s760wA,1a23456789321541,未知,0,浙江
7405590409848079142,小说里是一片叶子伤了战北望,77,2024-08-21 21:53:05,鱼鱼酱🧋,https://www.douyin.com/user/MS4wLjABAAAAjkDhpc_wtgFPRXhB1H58Q1CXuoQgHwiZwnygjZwR712JgrNoPO5fZKG2llEc3skJ,dymx774fjbvf,未知,5,福建
7416612932177609487,镇北侯府无弱女[比心],4,2024-09-20 14:46:10,霖霖,https://www.douyin.com/user/MS4wLjABAAAAYrk3DulCpYDi7R4BOQru7StuB2AdK5-BJVpVZ-HdR80,81335006904,未知,0,海南
7405625289202123554,谢如墨选的不好,43,2024-08-22 00:08:30,JAN,https://www.douyin.com/user/MS4wLjABAAAApwNlFa84m34mzc8eXoXpKe52xWTLBjVAYIknP8QBpyk,Dou520521,未知,3,江苏
7405860457264038713,这个宋惜惜才和小说里的像[赞][赞][赞],1381,2024-08-22 15:21:17,☞若月亮没来。,https://www.douyin.com/user/MS4wLjABAAAAoK0c1J1Hif5P0mYOhi7NmrmJ6ltFBXRKUQpHG1ggPIk,,未知,20,广东
7405821765056348985,这版宋惜惜是我迄今为止看到最美的[比心],854,2024-08-22 12:51:01,Hy♥Mf&My,https://www.douyin.com/user/MS4wLjABAAAAqbV3tIcB03R7X1b6xYi6cPo6SK4F_6mSChp5se7SbqLTybFYmN0I0VmvescsFhaH,hy.mf.my,未知,11,云南
7410702894427915060,这女人叫啥名字，拍了好多短剧,2,2024-09-04 16:49:15,笨小孩,https://www.douyin.com/user/MS4wLjABAAAAl14ubgb9xZq1NJbbBhMFIGdv4OepPYkgb5P-CyzoUF4,,未知,1,陕西
7408394229770175232,花了我3.9,30,2024-08-29 11:24:28,A叶子韩,https://www.douyin.com/user/MS4wLjABAAAAk8la6nmc8aJrZXbCX3nrNyqexyDVHi054Cuc3z1mU2E,,未知,9,浙江
7481198867880411914,真解气[鼓掌][鼓掌][鼓掌],0,2025-03-13 15:52:35,孤独的星,https://www.douyin.com/user/MS4wLjABAAAAmBOtoBBAzmQ2D4M9HINbXPHq5muUytcraxqaIB2vT75UvSszfS9t8BzAcJTjotNY,gududexing48,未知,0,湖南
7465164981232534287,小说太好看了！,0,2025-01-29 10:54:21,汪结周,https://www.douyin.com/user/MS4wLjABAAAAyPPxKw24Cpx-o4LvEQdinyV4SnWViZThhq2Y5WuJD5Mvc9gW7RXukl_g4B3_28Q1,wangjiezhou1,未知,0,安徽
7463295851101602612,小姐把这个男打死[赞][赞][赞][赞][赞],0,2025-01-24 09:59:46,祁,https://www.douyin.com/user/MS4wLjABAAAAMGgf6R7SdpoRoy4dokHjPA89AjfZDDUvPhK9U_8BZ9EY2e3FDA0SA_955If2jvnA,qi9519516,未知,0,江苏
7463214660080616192,看上瘾了，本来只看五分钟硬是看了十分钟[捂脸],1,2025-01-24 04:58:39,AKA西安小虞姬,https://www.douyin.com/user/MS4wLjABAAAAEv7aGMhmZfajbjvx_A4fpmMaIa686s_vkMv6t2gnm8g,51913922571,未知,0,广东
7461799407102591804,哎呀 可是扬眉吐气啊  看她爷爷的小眼神  甚是傲娇呢[捂脸],0,2025-01-20 09:12:45,独家记忆🎬,https://www.douyin.com/user/MS4wLjABAAAAekDhX2b_fbpYaO_ZFsKD69QzxMEIJyFGeGIRP_2wdTSg3yZMvRB_EGjZZVG2GjG0,LoeY__09_16,未知,0,辽宁
7460865562861060901,这叫会武？这是会法术吧,0,2025-01-17 20:49:51,🌈vv贪狼,https://www.douyin.com/user/MS4wLjABAAAAtkaZauQ2gzwAWyJIiaC2RJ-5w2g01-AuU0Pj3VY89PzceU7jqt05mlHG3-FqM_KG,96392824907,未知,0,四川
7460092902048400165,你会武？您猜，哈哈哈,0,2025-01-15 18:50:36,小团团和小月亮,https://www.douyin.com/user/MS4wLjABAAAAWshXT150edspO0akORaDdQajlfZ5chOyu0bc_LMJ9WOkNcE-z1kz97u92YOO-XRh,dyv60glspzje,未知,0,河北
7459177221220647721,[玫瑰][玫瑰][玫瑰],0,2025-01-13 07:40:36,"$萍姐视频,短剧优选",https://www.douyin.com/user/MS4wLjABAAAAXUbjXDtAAc9YoeB5fXkWxcMGnBDp31NmhIGSus3rEQg,,未知,0,北京
7458819114048734015,好啊，你毁了我的嫁妆单子，这句话太有辨识度了,0,2025-01-12 08:29:22,࿐悔不当初,https://www.douyin.com/user/MS4wLjABAAAAddsZtCUl-gZuqv_zQHxpwtLfGacA1leNBZ9vjfQTKLA,,未知,0,浙江
7458471097843942182,她的力气太大了。收9成 功力，慢慢抽打。,0,2025-01-11 09:57:11,kk plus,https://www.douyin.com/user/MS4wLjABAAAArxNw8-ecxz4nJoD2yGhVteMPeKThlCONJVL_Ky8MteE,,未知,0,广东
7458018704325919525,还是最喜欢这个版本,0,2025-01-10 04:56:02,一只橙柚,https://www.douyin.com/user/MS4wLjABAAAAXZmwRaptbsSE1AJ95p1Rhyh_4MBYSNO7Ixiy7dnOHcA-N4YVmKgSMB6XtDzJsvOe,M_W_521,未知,0,新疆
7457132845971817255,这个武功还带特效[捂脸][捂脸],0,2025-01-07 19:25:49,꧁起风了꧂,https://www.douyin.com/user/MS4wLjABAAAABHghKtvpvzE3xPy9x2ZluU2AJGGAs4NXfpVWO8YHYmI,,未知,0,广西
