评论ID,评论内容,点赞数,评论时间,用户昵称,用户主页链接,用户抖音号,用户签名,回复总数,ip归属
7408399028179780415,女主很漂亮，也是个演技派,537,2024-08-29 11:45:09,景锦,https://www.douyin.com/user/MS4wLjABAAAAMlpbwt9PbiyUp60ABpuNBdxR6ihgO1Y34vSW8m4ZB_o,,未知,4,湖北
7408388539740193576,这个短剧好看，不拖拉不墨迹，是我看过的最好看的,382,2024-08-29 11:05:41,忘忧草,https://www.douyin.com/user/MS4wLjABAAAAu9s8IR7AZr8G9iii9l3yu_MmcqUvmzB7MhIOQKCntSU,,未知,3,山东
7409246415274345216,一万五的玄甲军，就站这么几个人[捂脸],53,2024-08-31 18:31:27,名字什么的不重要,https://www.douyin.com/user/MS4wLjABAAAAKoz404gld-McBjvc0UBEYV3ziMtHFDvLJE8L4UhLN2c,,未知,5,山东
7405629578083336986,全员演绎在线[赞]《桃花马上请长缨》好看，越来越精彩[比心],120,2024-08-22 00:25:08,当打之年,https://www.douyin.com/user/MS4wLjABAAAAzlwBbo9yonoSxbamGhAiCzl4QoTYjqQvUowShRqC7wisvBk6c33iWvLO-7ubL6Ew,annuan_007,未知,0,山东
7408161774036222771,满门被屠估计也是那个女人搞出来的,172,2024-08-28 20:24:16,春姐爱短剧,https://www.douyin.com/user/MS4wLjABAAAABoIRQ9oBxanlF6Ifc19M8OQA-QT5IA2dqNc8MtB-2qIx4FCAWlEtqzKPUoDTDVoY,chunjieduanj,未知,9,河南
7410338490510590754,我看了几遍了，写的很好，演的也很好,86,2024-09-03 17:10:55,用户8656945448742,https://www.douyin.com/user/MS4wLjABAAAA8WJnGXPwqSnSoYWyCXyPvip871bQhLmue9MM7ynSYBvAqYg888h_vd_RQCDBq17G,42041474741,未知,1,黑龙江
7407013646900937508,好看，拍的严谨，演的在现。这个剧好看。比扇耳光，骂贱人强多了,283,2024-08-25 18:13:02,向往,https://www.douyin.com/user/MS4wLjABAAAAfpdNhx-ZW58jvospdJ5Q3vQeRYf8IiFewn1XNwB4j7HnCR17RvwHoMdE5T3vfb-G,dy1kwps6unvzb,未知,3,黑龙江
7405625665200849676,我不接受这个北冥王,242,2024-08-22 00:09:58,我是坦克手贝塔,https://www.douyin.com/user/MS4wLjABAAAA_KbkS0Yqs1S_Ryluda1b8YB66NPQ7vPyWHx7bP7T-60,,未知,20,重庆
7411029894999753512,女人活出自我，英姿飒爽[胜利],18,2024-09-05 13:52:21,树之迷,https://www.douyin.com/user/MS4wLjABAAAAHsTNY4Vi2lHoUuk5BdRDC-TkW_8h6UZRlRSRjbCnrf8x3RV1_Q02-eeOEVO6mkLh,63190870662,未知,1,广西
7405625501811458868,熬过去，宋惜惜就是最好的,49,2024-08-22 00:09:20,😋笑~鹤~呵🌈期待都是好结果,https://www.douyin.com/user/MS4wLjABAAAA59ZIF3odOhahjBvGXNzCi-6QUVMiX2hvaQ_XyTaF1x3jSH3u5KOpBW0VyxBoHmaB,xindekaishi251,未知,1,广东
7416207641284412194,元帅好帅啊,5,2024-09-19 12:41:55,马奇奇唯爱可乐,https://www.douyin.com/user/MS4wLjABAAAAi2vccaelUuHDQKG3mgoO37wJbsduA0xNqynWmqPl3Uk,,未知,1,重庆
7415952921467372323,男主楞是看顺眼了[微笑][微笑][微笑],22,2024-09-18 20:14:23,用户9416362670289,https://www.douyin.com/user/MS4wLjABAAAAhEflVOaDT2jNTybjk8Gfe9E0YjQiAflli-ZfRt7dl4g,50723580140,未知,0,云南
7415177787655635746,这部古装短剧是目前看的古装戏拍的最好的一部，女主漂亮演绎精彩男一男二演的也不错,23,2024-09-16 18:07:21,平安是福,https://www.douyin.com/user/MS4wLjABAAAAEc2hHwmiY0ZR0N77RhOm7wI0m8K9b_mE0GdqX3xj8Ks,,未知,0,上海
7434363741132866338,这部短剧拍的质量很高，不过剧情还是挺狗血的哈,7,2024-11-07 10:51:14,淘米老大爷,https://www.douyin.com/user/MS4wLjABAAAAosXULtdkEKceCsISzt_AEkcSHDk5qS_MXpacAEpFbUKY-TChq_nW1cIIKLUNSKX4,78424769167,未知,1,湖北
7411544646280872723,质量高的没话说，比电影都高，颜值无敌了,13,2024-09-06 23:12:08,大葱明,https://www.douyin.com/user/MS4wLjABAAAA3Ul7QaIYay234lk_FRHQeE_N2iU2C_KdCTEM9ur_GhikHxcXTHJNvGw7yGHwimOW,up17bill,未知,0,上海
7414322228269237030,这真的是短剧里的天花板，目前为止看过最好的短剧,10,2024-09-14 10:47:35,黑色钢琴137280418,https://www.douyin.com/user/MS4wLjABAAAAygh1hXEVhqWacXl826S3B2Rn-MLeCrTZDeDNKNSF2-2pzCrOe-vbSr10n4u-Us5x,dyunhmc5cxpx,未知,0,广东
7411123529729573667,跟我看小说的时候想象的场景差不多，就是这个男主角有点差强人意[捂脸],12,2024-09-05 19:53:05,梦里已和李现结婚,https://www.douyin.com/user/MS4wLjABAAAABXsJQc5HA0MaCeIWIO3p09RM79_DOFh_p369IVtRKOI,,未知,0,重庆
7408441512529347363,这个女主漂亮 演技真的在线 喜欢这个女主,19,2024-08-29 14:30:32,涵嫣,https://www.douyin.com/user/MS4wLjABAAAAiUnYkZQDAxe5ZaNblN96qN14uekfn5tGKBdHATmhOL8,hanyan90718,未知,0,广东
7411839438009041700,宋惜惜，真的是又美又飒……[色],7,2024-09-07 18:11:44,玫瑰心迹,https://www.douyin.com/user/MS4wLjABAAAAuQIPjyRaa6Uyzb5jzJ3X3W9r_PkibZ-1rWv8hASiSEQ,,未知,0,湖南
7409801947698774799,感觉这部剧的剧情很慢，一点亮点都没有，哪怕女主角是个很红的短剧女神也挽救不了这部剧的无趣啊。[捂脸][捂脸][捂脸],9,2024-09-02 07:15:59,芳意自在,https://www.douyin.com/user/MS4wLjABAAAAufU8Utjnj3TKcskgtgdlDeFj55vih_S7XesRWsRqkoU,,未知,0,广东
7417423568500474658,真像赵丽颖，演技不错,3,2024-09-22 19:20:25,明月当空,https://www.douyin.com/user/MS4wLjABAAAA75vcARKyQes6mUzDByix69dguYbRVmLT0nttOTm05rA,,未知,0,江苏
7408905057128727306,喜欢这个不溜眼泪的女子,10,2024-08-30 20:23:18,现代宇宙,https://www.douyin.com/user/MS4wLjABAAAAm8cQtR1t0_0mi2kixm5aN4XiQzb42FgKO24SvWQgpsU,,未知,0,辽宁
