评论ID,评论内容,点赞数,评论时间,用户昵称,用户主页链接,用户抖音号,用户签名,回复总数,ip归属
7405864729909363482,这北冥王有点让人失望啊,762,2024-08-22 15:37:39,এ᭄幽༊：ღ᭄,https://www.douyin.com/user/MS4wLjABAAAAnPt7Ch0nGokMlW4FDoOtHrN5N2pG5qwuCjXmuHh1uDA,,未知,8,河南
7405703011278537523,这个王爷差的也太多了，瞬间不想当会员了[笑哭],192,2024-08-22 05:10:21,你是那个谁,https://www.douyin.com/user/MS4wLjABAAAAYM42Ja7H5YW6oLIxLgM6FaPX6Z3yqxdHnZIDqle9c7o,,未知,3,内蒙古
7405609608822375180,惜惜是我心目中的惜惜，这王爷差了一点，没有小说中的气盖。,1436,2024-08-21 23:07:38,🫰项菇凉🍄,https://www.douyin.com/user/MS4wLjABAAAAN2siEBplV0fK9pqSLhjBUXh2IHKkV95wjGpnkZw2QQw,,未知,14,贵州
7415450432019186432,这北冥王一说话一撅嘴，出戏的厉害，长相也是一个奇奇怪怪，谁能告诉我他戏份多不，多的话就不看了,75,2024-09-17 11:41:19,Melody💄,https://www.douyin.com/user/MS4wLjABAAAAgHcxSLEHWUoLkdPv898OV6EQG7ExkASWChvNjbVoNng,,未知,2,吉林
7457144571262190346,为什么提着一杆枪,0,2025-01-07 20:10:55,满乖他爹,https://www.douyin.com/user/MS4wLjABAAAAS6SzJHl8xnZHElKN38q6vFb44iKgnVSQH8LycP_O3Xc,,未知,1,北京
7406061552384312079,北冥王一出场想弃剧了,548,2024-08-23 05:57:48,蔓蔓&睿睿,https://www.douyin.com/user/MS4wLjABAAAArjlW-Duv4qSZR7mQZMPNM0PmgBSUCj7c7witOKmXdVE,dy7db9gi8mr4,未知,9,山东
7410420880901505832,战北望像没睡醒，北冥王像初中生[捂脸]。败笔啊,134,2024-09-03 22:28:21,用户1559576616911,https://www.douyin.com/user/MS4wLjABAAAAD4yW6HaWbueQBiT70qKVMVggzlBP2KRKw3WcLv0KzzM,39622780422,未知,2,湖北
7415610309829002018,战渣男演北冥王多好啊[尬笑],1,2024-09-17 22:04:16,江南香草,https://www.douyin.com/user/MS4wLjABAAAARRwdhlHqa8SyugtIRnrGg5pVdqAGO-OljvXijwQBiiM,,未知,2,广东
7405891416411505460,本来很期待的，结果王爷一出场心就凉了半截[捂脸],761,2024-08-22 17:21:12,用户639020517082,https://www.douyin.com/user/MS4wLjABAAAAqLjaCMv04yYdpIaj7e_S8uUkJnuE9r8nKjZuu8rRihAiVIM044VWOXcCoowMo-rZ,dymr4qh2nvc3,未知,2,四川
7410352276516635427,让渣爹来演北冥王[微笑][微笑],143,2024-09-03 18:03:26,刘梦云,https://www.douyin.com/user/MS4wLjABAAAA5wFXomCXK-V95Q66pru-5C0UJxtX0PtSJwTyAm9NG1M,,未知,8,天津
7421903110791004982,这北冥王初看很难看怪异，结果看着看着就发现变帅了,10,2024-10-04 21:05:15,用户0223234359240,https://www.douyin.com/user/MS4wLjABAAAA0cbvkuHhYp9164ZjRXsmpeBBlFPeRf7oVdAhnRzyKSmwDhgXuXIx5C7zsOAZjQnn,85682986508,未知,1,上海
7485966195323061029,有美女无帅哥，有点追不下去了。,0,2025-03-26 12:14:00,桃之灼灼,https://www.douyin.com/user/MS4wLjABAAAAUOIRklmCPzBaz1eKhu0fesOwRNcI44XRmfXQ5RWblRtyS9iSuTMA_hkcsucFDja7,24886244282,未知,0,湖南
7411696299336942371,这女主这么漂亮，就是从来没有配过演技好的大帅哥,159,2024-09-07 08:57:20,蝶蝶妈妈（不要连赞）,https://www.douyin.com/user/MS4wLjABAAAAKlQqcpIxkEPGv7lH6-uFfIVKYtB6Vo_gJi2KWMrbSRc,yaomengdiemama,未知,3,山西
7479875761537909539,没眼看了，这男二吧凑合看，男一出来，唉……实在看不下去了,0,2025-03-10 02:24:42,财神爷的招财猫,https://www.douyin.com/user/MS4wLjABAAAAPFGEqmi214nJWQ2ZePKn0tFJ9t1vp4PcqvbmGxOE5DY,yizhimiao979,未知,0,安徽
7408571432941323023,这是谢如墨？谢如黑吧？我谢谢你[捂脸],184,2024-08-29 22:58:14,菲,https://www.douyin.com/user/MS4wLjABAAAAXpnas6_tQRJoQ4FmIw9hA-cBC-EccgCP-1vUSMOfEQdwacSGmruKmBEWbkXodoqc,dy1yxsd3yi2s,未知,2,湖北
7481279562123363082,北冥王一出场我就弃剧了，实在吃不下，呕！,0,2025-03-13 21:06:15,Anchor,https://www.douyin.com/user/MS4wLjABAAAAQGxvpjz-jmKWBz4STSnXoXQZqNVuTI-9-86FsND1Dwo,,未知,0,辽宁
7408103566541325096,这王爷一言难尽，那战北望也是畏畏缩缩……女主和小三还是挺符合原剧，为了小三的下场看下去[捂脸][捂脸][捂脸][捂脸]希望不要毁小说,110,2024-08-28 16:36:31,ᥫᩣ 陌上花开,https://www.douyin.com/user/MS4wLjABAAAADMr3k7JqXlQcsv4ecnJyYQAP_pbHLzImHQXUo8PEysY,Elsa317916,未知,0,浙江
7409121742038074146,就不能找一个颜值高一点的演北冥王,30,2024-08-31 10:32:23,一捻丹枫,https://www.douyin.com/user/MS4wLjABAAAAJxuqP_kJ-yOMDsPbmHcsV4A0JYLCSMH9fihrunjdO7Q,woyaohaogaoxuexi,未知,0,安徽
7409658125281739546,悲冥王还不如战北望好看[捂脸][捂脸],40,2024-09-01 21:08:14,珊珊护士,https://www.douyin.com/user/MS4wLjABAAAASFPNaNpLuOLeJH4KA7jxZ1nmXvTv1Tg43sujPwCRzps,H771662,未知,0,江西
7448255154867258175,不是大师姐打探的消息吗？怎么这里又是说二师姐了呢？,0,2024-12-14 21:16:26,73337299195,https://www.douyin.com/user/MS4wLjABAAAA7cvMD6A786Zv-8qbP-BTkl752KbD5CzOW5hcFQ0fWdo9_sJ0LlIEYYaoqF4VonO6,73337299195,未知,0,四川
7410791864649581327,能不能换个男主重拍,18,2024-09-04 22:27:55,刘婕,https://www.douyin.com/user/MS4wLjABAAAApg1hmJwwMEhm-59nnqynznHUM20kbM1qVZ_FRajMk6I,liujie46009,未知,0,湖北
7408581761384694547,原著的男主，现实哪里找呀[捂脸],114,2024-08-29 23:42:07,……。,https://www.douyin.com/user/MS4wLjABAAAAj3PrOlWf1IU5rrRHFpDjLAQ6u5U8NvZoivEJfwNJpvg,,未知,3,福建
7408175289505628980,男一比小说写的肯定差很多 但是良心话，还是比男二好的,26,2024-08-28 21:17:22,虾说虾笑,https://www.douyin.com/user/MS4wLjABAAAAj3GQeezljPM6pbz54vYiR1qmHG5rtLWxUMv7_mGISsxEMlfaIXobgUO1RRwXstfn,goodluck00081000,未知,0,广东
7415998770250400546,若把男主换成农门肥妻中的男主就好了[微笑],3,2024-09-18 23:10:47,人生若只如初见,https://www.douyin.com/user/MS4wLjABAAAAigBi39ABCELxD-U5ANcVfDbrpZDeQB5yg6m4OYbFRAU,rymd135357,未知,1,西藏
7409486900836434715,干嘛这样说王爷，至少比那个渣前夫强,24,2024-09-01 10:06:11,早春,https://www.douyin.com/user/MS4wLjABAAAAidAOFHlX_CBhsAaibI6hObXV_0p5BSOEVSi5nQ7RNq0VCdJq1_yIqwS866WV8WKR,53976002226,未知,0,湖南
7410782601672639243,看到北冥王瞬间不想看了,16,2024-09-04 21:58:51,二爷你是我心尖尖儿上的人,https://www.douyin.com/user/MS4wLjABAAAAIsTVB-wUSByV4UXgrMY0AcXeYD7px7hf6PNLiacXg5E,,未知,0,河北
7411075588696671002,北冥王出场心凉了半截,59,2024-09-05 16:56:31,越来越好f,https://www.douyin.com/user/MS4wLjABAAAA6uTUBaLg32v--gx73ryBn3IhWrYmtIveoURp8Pq8fTo,,未知,0,湖南
7408872839733003020,小说里的北冥王是铁血将军，颜值也是一等一的,63,2024-08-30 18:34:17,一地芳华,https://www.douyin.com/user/MS4wLjABAAAAoGRD4VreFRRvDNvvj7aA61wEjS8V22-v_GtpmvubKNS4g0LMUEiyUAD0SWZRL6-L,yidefanghua7,未知,1,江苏
7408318126171226890,男主差了点意思吧,7,2024-08-29 07:00:34,想变瘦的女子,https://www.douyin.com/user/MS4wLjABAAAAlhjDvvWv9RKh5egj8AOyXPEEhiRJoC8tiOLwqtEHRN0,dy1zf8jwze9o,未知,1,江苏
7481280540729967410,这个王爷一点也没有将军的气势,0,2025-03-13 21:10:02,新一.,https://www.douyin.com/user/MS4wLjABAAAAWvaB4mxOoUo1IFp_SS2_qy3QFRoW3gH68zJmh4onwrM,,未知,0,河南
7408947428286661430,这王爷是整部剧的败笔，随便找也应该比他好看吧,26,2024-08-30 23:29:10,萌小萌,https://www.douyin.com/user/MS4wLjABAAAAa1YSQQeSSUvH_XRhJWAsz6XPX6OwcJgq3SOLf7zIVEkBHKhBPrvi2OKMczBv9Ye4,79370775260,未知,0,广西
7413671131742061347,能不能找个帅一点的男主[微笑],23,2024-09-12 16:44:52,✧٩(ˊωˋ*星🌸辰🍀ωˋ*)و✧,https://www.douyin.com/user/MS4wLjABAAAA2bCkaGzREeS1bMiAG6qJyV1thQm5gFalm_ET9aUDG6A,,未知,0,陕西
7411821973964342050,桃花马为什么是白色的，不应该是红色吗？,19,2024-09-07 17:06:16,家有儿女,https://www.douyin.com/user/MS4wLjABAAAAQFkTIR1NASlI94jmxoyg7wWkseNgewKXb9GpA9YIggk,jiayouernv2536,未知,1,河南
7483381610281927424,男主不行，不大气,0,2025-03-19 13:04:06,没有过往可回首,https://www.douyin.com/user/MS4wLjABAAAAdbLoknjQtIpDmZAXMhPS5MPSRsdqQTkS7dK_enOJi0Y,,未知,0,山东
7445131385491063606,前面都好好的，北冥王一出，全毁了[捂脸],0,2024-12-06 11:17:00,小镇青年～,https://www.douyin.com/user/MS4wLjABAAAAoKdRYK5mjdcp2tT0lCLgHL1o6ytTYY7yBp9ZXqTETyU,,未知,0,河南
7444371487186109236,这个王爷没那个气质[捂脸][捂脸]找得比较敷衍[捂脸],0,2024-12-04 10:06:11,漫天星辰,https://www.douyin.com/user/MS4wLjABAAAAOK2GUzTFXs87SrNkysNxTU7RVwQqLR-trkrzvVX6edo,,未知,0,重庆
