评论ID,评论内容,点赞数,评论时间,用户昵称,用户主页链接,用户抖音号,用户签名,回复总数,ip归属
7408418067266601762,女主眼里的恨都要化为实质了，演的好[赞],99,2024-08-29 12:55:24,慕容文月,https://www.douyin.com/user/MS4wLjABAAAAOn6nHfAbhxzTKpKzgpF1uXOD14niWEWejsFO9GgeVtk,,未知,0,江苏
7405623233216660250,帅气[比心][比心][比心]惜惜,200,2024-08-22 00:00:29,小米周,https://www.douyin.com/user/MS4wLjABAAAAL_qmZWE6ljfa3YFTgO0VTNMn95gpI5PYuOdV5qHY_g8n1jmXQS_KdHPuHrylM3dt,89shourouzhou,未知,1,安徽
7405886455153230644,哎呀妈呀呀呀呀太好看了,68,2024-08-22 17:01:54,妙药,https://www.douyin.com/user/MS4wLjABAAAA-ZGqCxghDRfpXTy_1Iy0t0kVRtuR_INV1wRy4zeWZrg,,未知,0,山西
7405882369040745252,打的真好,52,2024-08-22 16:46:03,九月心然,https://www.douyin.com/user/MS4wLjABAAAA1jY00dIIxIfjioOfNc7PYk32Kkt3rzGkFja3T1dOogAoNY5neWR_OdYslkfdTGdl,90975257360,未知,0,北京
7406305179165852453,本来还不错的，但是看一集又要看一段广告，放弃了[微笑],92,2024-08-23 20:23:48,贪财兔,https://www.douyin.com/user/MS4wLjABAAAA-nx-H_C5cNVsCK1VX01x4FuBofKAj6S5YJpkApsHm74,,未知,6,云南
7415261661399778063,还别说，除了女主演绎的不错外，女二演绎的也很棒，真的还原原著的感觉，让人牙痒痒的！,51,2024-09-16 23:33:44,浮生有时尽,https://www.douyin.com/user/MS4wLjABAAAAalvmMyX6hIJZzaFg7wcwcuhJOFTm8Bmt9z_5NxHML5g,yeweiyangpadma,未知,0,江苏
7411920084064912147,宋惜惜武功好跟人家出身有何干[捂脸][捂脸],377,2024-09-07 23:27:39,用户3796112986758,https://www.douyin.com/user/MS4wLjABAAAAgwUimeJZ1gbs-hPZHC5Acji1ENeslr2PIe2ITf5ViRucBoTs9kwx9l2xKty5yi4u,75843338860,未知,10,广东
7410428649944466216,女主人飒话不多[呲牙][呲牙][呲牙],29,2024-09-03 23:04:11,用户1559576616911,https://www.douyin.com/user/MS4wLjABAAAAD4yW6HaWbueQBiT70qKVMVggzlBP2KRKw3WcLv0KzzM,39622780422,未知,0,湖北
7408606889792537382,这男主挺帅的，怎么那么多人说换了[我想静静][我想静静][我想静静][我想静静][我想静静],28,2024-08-30 02:04:17,韋 家٩(๛ ˘ ³˘)۶❤姑娘,https://www.douyin.com/user/MS4wLjABAAAA5IogObkiMKOUHwJc62dwoz_037a_JxxsYeobOoOmmU3QCDTApAPfOQLtA81iDOFi,53437495387,未知,2,广东
7411945367304291072,哎呀呀。男主好帅。越看越顺眼了,26,2024-09-08 01:17:04,思路2020,https://www.douyin.com/user/MS4wLjABAAAARqsw6Zd-ZlOHujxBL50H8dtXmIq1qshYGPHYgvXHOl4,chitian20230428,未知,0,江苏
7408459017909863202,打的好酸爽,24,2024-08-29 15:39:05,张艾家,https://www.douyin.com/user/MS4wLjABAAAAQRgZj_0Cl4I26hY5yFK9xGw8Jyndf1i66pWMnO9kxiGpJ7fAu2ZzvNWPutN9gfx4,dyt6l7vbd9d3,未知,0,上海
7414248598534603554,武功不及人家还怪出身[捂脸],21,2024-09-14 06:34:30,自由如风,https://www.douyin.com/user/MS4wLjABAAAAO0PjYNG1V286wKba1L4oMNwRHykcxfexLv0NMRBf9jgNSb4EwrqC-jqZAmsN8ikM,26116522761,未知,0,福建
7415135097484198671,宋惜惜武功好跟人家出身好有何干系，不讲理的人到什么时候都不讲理，从来看不到自己身上的不足,163,2024-09-16 15:21:42,summer萌,https://www.douyin.com/user/MS4wLjABAAAAtUuxGgrPON8pdD1sWLKGfOPmF6GIBBqFXzerblCzq0w,,未知,5,吉林
7414844332173394739,虽然北冥王确实喜欢女主，但是渣男和小三这俩说起来也是将军，但满脑子情情爱爱也真是够了，一点大局观都没有。,143,2024-09-15 20:28:38,印记,https://www.douyin.com/user/MS4wLjABAAAASBLjv976kdEi4QEn0hT88r-Wv3lFNYN29Jn31eCDCco,dyilehne5a7i,未知,3,辽宁
7405899350385427215,女主好美,38,2024-08-22 17:51:57,朝如青丝暮成雪,https://www.douyin.com/user/MS4wLjABAAAAVrAKX0j8oLD-esMP8lNSI61QvmITzUmomCTP8rQYrHNQ-UXL3Y2oU9vAUOwfI1hU,43122538741,未知,0,陕西
7408109744378807059,终于把北冥王看顺眼了[捂脸][捂脸][捂脸],14,2024-08-28 17:14:45,活和,https://www.douyin.com/user/MS4wLjABAAAAsRsx1RWxeXZcc4hz2qNqWp9_M0_cAhvLoD6YCs39vCU,65379274073,未知,0,四川
7409907912182940456,这才是低调做人高调做事[赞],100,2024-09-02 13:24:02,@如何改变自己,https://www.douyin.com/user/MS4wLjABAAAAm_csBNvyXOArTrs3E18rN9NUOwPQVuO0c0yX81wJgL8,,未知,0,河北
7414385857170506515,大快人心大快人心,12,2024-09-14 15:09:34,忠维百货,https://www.douyin.com/user/MS4wLjABAAAAkSBcNDaf-llfv03PMr1pTBQ4lrEe_WZYuS2j05GlU3w,jzw19630501,未知,0,安徽
7409674734814004008,战北望后悔了[尬笑][尬笑],11,2024-09-01 22:17:42,💋欢姐😘,https://www.douyin.com/user/MS4wLjABAAAAyutNMFwqloNUVLVJaZzOv79fRISX5NFPsmmA9szacMI,,未知,0,广东
7412758464638583589,突然希望北冥王和惜惜能够心心相印，长长久久[爱慕][色][色][色],11,2024-09-10 06:05:59,优秀,https://www.douyin.com/user/MS4wLjABAAAAVtg_EgPWfuTkk5AG5wneGrTlEg2HhcF0_3dnZrQ27_s,,未知,0,山东
7413192176161473307,又美丽又酷飒，爱了,10,2024-09-11 09:49:40,乐福心语,https://www.douyin.com/user/MS4wLjABAAAA1uj3bJWKEKGL4dY4K4q2-d7c3mr3DxXU2p_TGnEQTPk,,未知,0,福建
7411520874065052431,女二认不清自己也认不清别人[捂脸],10,2024-09-06 21:33:43,柒佰萬年前的神司,https://www.douyin.com/user/MS4wLjABAAAAd-TEOY3bGiqp4yvuGGXraSdjoh8VJbTKhqMcps_8ZviRnMzeh4u0IBEG-MhtXp6y,ruyiya96315,未知,0,四川
7413516994232763151,女主霸气侧漏[赞][赞][赞][赞][赞],9,2024-09-12 06:55:43,平安果健康果,https://www.douyin.com/user/MS4wLjABAAAAjfxdZS6-vw_wNq57OK9VmVvHBgnGEQcCzD6SBdO3HXI,pinganguojia76,未知,0,河南
7409710961558356746,突然希望北冥王和惜惜能够心心相印，长长久久[爱慕],56,2024-09-02 00:55:07,用户870555687120,https://www.douyin.com/user/MS4wLjABAAAAakjTooobpnjboaBAQspXBCg4m05US98SG9M__htFyOs,34309757591,未知,2,广东
7409194718640685836,心魔是这个样子的，眼睛都带黑色,8,2024-08-31 15:19:37,人间烟火,https://www.douyin.com/user/MS4wLjABAAAA_B_ZXHLLuQQf6P4y3ffQSVYWzgzLAoZn7-6Ze9CmK1g,77600587930,未知,0,广东
7408832009475752741,女主演技好,7,2024-08-30 15:50:53,小小君,https://www.douyin.com/user/MS4wLjABAAAAMH4K_U-Gh6YlvSlPr4PgJ4M_DdnV4bmFWJNqF7HpmKthZ2zwZnMkGHe0S4IuUUjP,91703843523,未知,0,安徽
7407414909241918248,好痛快,6,2024-08-26 20:04:39,楠楠娜娜,https://www.douyin.com/user/MS4wLjABAAAAFXIsb1X4aZpvE4oNdf3fID_mHazLJ-Cay0cHycjy0eMsSCwL-UF5dYfCski0QMnH,wenna9797,未知,0,山东
7410777717467317031,宋妹妹帅气漂威武霸气优秀[爱心][爱心][爱心][爱心][爱心][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][蛋糕][蛋糕][蛋糕][福][福][福][啤酒][啤酒][啤酒],6,2024-09-04 21:33:35,程红,https://www.douyin.com/user/MS4wLjABAAAAHH5yGm5vK9h4NunaWA5yq3Lz2uzwjEJLouOT8wv00FoMcTQnwMjQ17PzkP_zHyBf,chenghong166,未知,0,重庆
7410067387237679910,打戏好孬啊,4,2024-09-02 23:42:27,🌈甜蜜💕,https://www.douyin.com/user/MS4wLjABAAAASgU8R4rHsCo4poeXMGraFjaYh9IrL4g0dkR1w0oMLAc,dytwqsgx23ab,未知,0,重庆
7410990965953692425,易昉长的还挺漂亮,4,2024-09-05 11:22:08,🌙🌙🌙🌙明月🌙🌙🌙🌙,https://www.douyin.com/user/MS4wLjABAAAAdZ69F_DVwGZAXd6xWBEqWsP8ekb5mULWTJq1f7yoMYg,,未知,0,陕西
7450024399858008844,打的爽,0,2024-12-19 15:43:07,啊英,https://www.douyin.com/user/MS4wLjABAAAA0bQlrI3YmXegNHmNWO4E5bG5ShczC1qIx6cuWqwx1UmT-eu8rpir-8Bur2zqyg99,74523804567,未知,0,湖南
7442941620042203919,武功好坏跟出身有什么关系！,0,2024-11-30 13:38:03,里咯,https://www.douyin.com/user/MS4wLjABAAAAZn3-6jTfWTAT-uDY_4l5lnYDiMoxQt6m1fsox-VKggA1G3VjCnd-n6JFnfKRUTqU,dyt8l8hbmy81,未知,0,黑龙江
7442372973480133403,这剧的演员个个都演技在线，[色],0,2024-11-29 00:53:44,好多肉,https://www.douyin.com/user/MS4wLjABAAAA06vb2-ejeKY_jjrA0ldTJCVmPA8mn2xjkVvRJ3PdjqQ,,未知,0,浙江
7442207805882450728,这棍子不是用来打是用来甩的吧，小飞棍来了,0,2024-11-28 14:10:48,莫如烟雨,https://www.douyin.com/user/MS4wLjABAAAAAibPMnHT0-e2zu9a3BJL5htGcPzbhD2f3M-HCUusph4KTI45BXuh1efzpL2B86sf,ASL_moranchenai,未知,0,辽宁
7441558503661716264,我最喜欢看易昉挨打,0,2024-11-26 20:09:33,ㅤ￰ ￰ㅤ￰ ￰ㅤ￰ ￰ㅤ￰ ￰ㅤ￰ ￰,https://www.douyin.com/user/MS4wLjABAAAAj0jmbeFj0maBSnXGCW5q-s6JGyRc2p5eMBehIqWg8Sxvv_XGb0DAEk3wK84Y4gAV,grxjrdnirfn,未知,0,河北
7441219979565925139,宋惜惜[比心][比心][比心][比心],0,2024-11-25 22:17:37,仙道   幺7,https://www.douyin.com/user/MS4wLjABAAAAHtktSenNyobjDhu9JhTX3odH_fcPduMUhUcGdmhgKRo,,未知,0,河南
7440717461311701760,百看不厌，宋嘻嘻最给力！[呲牙][玫瑰][比心][西瓜][赞],0,2024-11-24 13:45:27,萌兰么么儿,https://www.douyin.com/user/MS4wLjABAAAAjjjqrIMLH6_it3hSSGtH3S2eXCDuGM3lMiK1r128Z2o,,未知,0,吉林
7436587177905505058,别人用武功这婆娘用法术，不讲武德[捂脸][捂脸][捂脸][捂脸],0,2024-11-13 10:39:30,妖怪,https://www.douyin.com/user/MS4wLjABAAAAXMUqaRrZz8-3ADzWkVf3rdiddu9ouVIFOICr-fE9NrQ,,未知,0,重庆
7434320304199320370,打得好很很的打,0,2024-11-07 08:03:33,老武,https://www.douyin.com/user/MS4wLjABAAAACw7JUgYH0sizc2P2TvJ829wf91uLnMeVdfSJjk3BkcQ,laowu66676,未知,0,重庆
7434006195230376744,别人习武，她修仙[发呆],0,2024-11-06 11:43:01,风雨同舟,https://www.douyin.com/user/MS4wLjABAAAAL1cRRaUnFc1Fmz9GCCtZjA97lFm4200nL6sWWQbhaeX3MiHCIjG5X2uFizkLZVn-,28602334436,未知,0,浙江
7433098195117212451,打得真好真过瘾[比心][比心],1,2024-11-04 01:22:39,才哥,https://www.douyin.com/user/MS4wLjABAAAAJ0-nwPiz3vUG52H6jI9sDSbBN7ovqBHhVA0VyAkbo0Ayv_IJEI9zkFdHpPm_uYgH,caige71079,未知,0,黑龙江
7432870333801038601,这胳膊搂的啊！真好,0,2024-11-03 10:19:36,魔灵®-灵,https://www.douyin.com/user/MS4wLjABAAAAti7K_dDN-63xajp2PDWRRC6E3zSmO1hzHOFUUu6szIs,64228458447,未知,0,山东
7432481833289335590,这是吸星大法[呲牙],0,2024-11-02 09:12:01,蒙面歌王,https://www.douyin.com/user/MS4wLjABAAAAm33N-NVbCXY5CbS9kKyqrdVqbkfjLPfmiFglcMsQtw6asihgoTFWwhyPC2DkfxMG,mengmiangewa82,未知,0,广西
7431852691755041587,都说男主长不够帅，但最后那一个转脸，帅炸了好不好,0,2024-10-31 16:43:07,sea,https://www.douyin.com/user/MS4wLjABAAAA-EnDCtopikjC3M0sPzMRlW57TpbqbZEvpoytl_WZY78,,未知,0,广东
7431769140061160255,万恶的慢镜头！,0,2024-10-31 11:20:33,量量靓靓靓,https://www.douyin.com/user/MS4wLjABAAAARnYKgY9u-5VP9Tr_-VzXOHQja3uStfumYIwpYh1xrFw,38310210830,未知,0,四川
7431219928513037091,女主有点赵丽颖的味道,0,2024-10-29 23:45:05,烟锁池塘柳,https://www.douyin.com/user/MS4wLjABAAAAQmI_R4V2_LJUkVhdFpFxBubH3I8NaKy6t2tZsENDhVbjUPHsb6U5qdY7uBkxkG-a,ZT11801,未知,0,贵州
7431147212429820709,解气,0,2024-10-29 18:53:14,🕊꧔ꦿ᭄听闻远方有李꧔ꦿ᭄🕊,https://www.douyin.com/user/MS4wLjABAAAAiHyCJN5kvQ74a1KVPT5qgQeWzipj1kvoolYn1yT_vXb4NZcHeV0A9vzpysExo_G9,lxm1603399433,未知,0,安徽
7430825800074756873,易将军挺漂亮的,0,2024-10-28 22:05:35,胡老师讲养渭,https://www.douyin.com/user/MS4wLjABAAAApwn6B47HBEBuP8OaotYn2qsvMmNm1kMgSq2CX5gGBYEHyB3Ji-t9FF1SDOF-ooGe,ww5205188,未知,0,湖南
7429627177367356172,哈哈 终于承认三qingJ了[捂脸],0,2024-10-25 16:51:44,ai芙蓉,https://www.douyin.com/user/MS4wLjABAAAAXbnrYK0TbQeE3zxE3P1_yZrTQt9OQdMg_f4BD8Wvrv0,,未知,0,河南
7429563833066701631,为啥感觉打的不解气,0,2024-10-25 12:37:32,💐郜丫头💐,https://www.douyin.com/user/MS4wLjABAAAAI-pk5lsAvEb_DkBD_K4SUKZRQbsY7sLa7FlnLdZVz1Q,gaoyatou3968,未知,0,河南
7482778819209020210,易昉武功本来就不怎么样，要不是她用了卑鄙的手段取得战功，根本不会被封为将军[发怒][发怒][发怒],0,2025-03-17 22:04:25,ㅤ￰ ￰ㅤ￰ ￰ㅤ￰ ￰ㅤ￰ ￰ㅤ￰ ￰,https://www.douyin.com/user/MS4wLjABAAAAj0jmbeFj0maBSnXGCW5q-s6JGyRc2p5eMBehIqWg8Sxvv_XGb0DAEk3wK84Y4gAV,grxjrdnirfn,未知,0,河北
7483841143407690548,太狂了，山外有山，人外有人的道理都不懂！,0,2025-03-20 18:46:41,晨星8936529463853,https://www.douyin.com/user/MS4wLjABAAAAzaz7BigEQGoQo-CheTDKZl7srSv14csRw41j4kkaLi4CrXfcxaRnPrpmzCsPkYSj,chunyu893652,未知,0,湖南
7481206221782614793,这是小云缨吗？,0,2025-03-13 16:23:00,逗乐熊,https://www.douyin.com/user/MS4wLjABAAAA0LF1CADyms8yaquIuXLZTGI8XItXmy8VnsSx9iajKSs,MRdlx188,未知,0,河南
7474163782744310579,输了就输了,0,2025-02-22 16:54:16,用户6872675400754,https://www.douyin.com/user/MS4wLjABAAAAICd8ZlC9DuzGLX37deXita3Lnwnq69BcorU4eUVZ2tg,93005965062,未知,0,重庆
7458602883086517001,武功好不好确实和出身师承有关系，但人品和出身没多大关系，,0,2025-01-11 18:29:57,孔京平,https://www.douyin.com/user/MS4wLjABAAAAhMvx-ed0LTY353Oa3rIeXkNhCRUZ9Cgf2iCBKvXkEd6OiVULNH4mxwLuVx3NRGVV,kongjingping,未知,0,河南
7483332771948626703,女配很像张小斐[抠鼻],0,2025-03-19 09:55:31,雪莉,https://www.douyin.com/user/MS4wLjABAAAAXqxtCFYuVbxXVk5LgfJp6LtBYKylV3hY8HAW8VtBId0,xueli71229,未知,0,安徽
