评论ID,评论内容,点赞数,评论时间,用户昵称,用户主页链接,用户抖音号,用户签名,回复总数,ip归属
7409007938289517322,男主长得挺好，就是发型不行。,192,2024-08-31 04:44:54,無人之境,https://www.douyin.com/user/MS4wLjABAAAAF3bgYjoL_Zkushk9yps5W4e8LfxZ7w6X6rxYc8MR915S59ciy7lEnhy_l1hnUbI3,38786598636,未知,1,广东
7412969133341737768,宋惜惜骑桃花马日夜兼程用了5日赶到，那俩货就算带兵慢一点也不至于4个月吧，用爬的吗[微笑],271,2024-09-10 19:12:49,星阑,https://www.douyin.com/user/MS4wLjABAAAAIciD-IzrFzro_kvt7HOvn5VD7wNnJ9tds7plyExSWzqsHpZILA8Mu_1FZCYZkHQM,63136064223,未知,8,浙江
7412233419003888436,宋西西个头小，前夫和他的现媳妇儿开始没发现[捂脸],23,2024-09-08 19:37:09,梦之清风,https://www.douyin.com/user/MS4wLjABAAAA8dr5oPazLNyrIKbyLOTTytK30WxWlbPQbu_VLD4P9UU,pjhqf0222,未知,0,浙江
7444117075713147684,男主这消息也太落后了吧！还夫妻，人家女主早都合离了，两个月了还不知道吗！,0,2024-12-03 17:38:30,中国无敌,https://www.douyin.com/user/MS4wLjABAAAAcLJ_pS2onM7IA7dLtt8kQlgwj7tamShWNrY6rmPqQ_c,dyaskqmy3vsl,未知,0,山东
7414798503270089481,离谱 人家5天都赶到了，他两个月还没到。,49,2024-09-15 17:31:28,へ不是山谷べ,https://www.douyin.com/user/MS4wLjABAAAA-wBl9m-u5SSzSo2B8Do4Qpq8my_Xo-Aj8SKJ06A5iWv1SErvyGHaARR8ZZ_Ep4L1,XJJY2416,未知,1,江苏
7418197430744761114,就喜欢这种打脸的短剧了，女主真是飒爽打脸过瘾,3,2024-09-24 21:20:01,茹果,https://www.douyin.com/user/MS4wLjABAAAA2paH3BLoIopMSSl9K_YEBi4uMdYIdtbIclVvL0032uIJ8NTtOaEpsO423kW1MgNC,50108261917,未知,0,浙江
7408579989799633718,男主这个头发，好想替他捋一捋啊。太难受了。,299,2024-08-29 23:45:49,……。,https://www.douyin.com/user/MS4wLjABAAAAj3PrOlWf1IU5rrRHFpDjLAQ6u5U8NvZoivEJfwNJpvg,,未知,0,福建
7405898057651438371,不知不觉看到这啦！！！喜欢女主！！[赞],83,2024-08-22 17:46:57,🍀沐川の森,https://www.douyin.com/user/MS4wLjABAAAAD6EfM5slLqrxK8sqwVQVsXxbRB1Qce_qURVHvW1RsvR1tofugaSnyK5_jBxgN890,,未知,0,辽宁
7405623449257689871,好看，值得充值[赞],93,2024-08-22 00:01:22,😋笑~鹤~呵🌈期待都是好结果,https://www.douyin.com/user/MS4wLjABAAAA59ZIF3odOhahjBvGXNzCi-6QUVMiX2hvaQ_XyTaF1x3jSH3u5KOpBW0VyxBoHmaB,xindekaishi251,未知,2,广东
7428754458324435751,和离了为啥不说给王爷说？,0,2024-10-23 08:22:02,我的天儿啊,https://www.douyin.com/user/MS4wLjABAAAArI8Sq3QgnRNGs5OMooFwgL5O9R_5lBSgHq8JmeVz6Vjr5SRN_j67LfpCCci0ekyG,tianer85828,未知,0,吉林
7437679364160946978,这王爷让人越看越别扭,0,2024-11-16 09:16:50,潋滟,https://www.douyin.com/user/MS4wLjABAAAAfUE6-CVyH1p-j6fHdkzZsHY61pUcydZq1_9ERsG5TjY,MYmingbai,未知,0,山东
7423574674595267354,继续看需要付费没，不是说免费看的吗,0,2024-10-09 09:22:48,一天奶奶,https://www.douyin.com/user/MS4wLjABAAAAb81-oWe73YsFt2-C9PgA40_9XcTyv_d_ykTNYamNZRo,,未知,0,江苏
7441477064379499298,忠臣🉐遇明主[色][色][色],0,2024-11-26 14:56:31,微微尘,https://www.douyin.com/user/MS4wLjABAAAAXmMrUq7uSsnYrI0yvwiHU921eAlNpj4X7h-C7UtABFElFJehgdguJzc9on_vWukE,shen494158,未知,0,河南
7414998711527719691,为什么我的看不出来，老是没网，转圈圈,0,2024-09-16 07:02:14,花姑子,https://www.douyin.com/user/MS4wLjABAAAAXekbPJHDwqxnl8EK8ngD4n6Hbvfsh3Cy2bXb-RG84T0,44363829172,未知,0,江西
7409124358361170698,我看的人都觉得这儿特写尴尬[捂脸][捂脸][捂脸],80,2024-08-31 10:41:47,粮木栖息,https://www.douyin.com/user/MS4wLjABAAAADcIJO_DqJE-KZYTnqlGfUZoPNdWKoI1vpHoHl_ms8SI,,未知,0,重庆
7411057104012526373,原书这些战将披挂都不会这么整洁，应该还有一些伤病之类，这里没表现出来。,49,2024-09-05 15:42:24,见闻,https://www.douyin.com/user/MS4wLjABAAAAKwY4cA5u6RIlqLDJZHj2QppSqxauKgiLy9I2G8BKMHSBdb8qguxMO4jsHcKsKzYa,jianwen86044,未知,0,广东
7421099068770616104,谢如墨不够帅,0,2024-10-02 17:04:00,简单,https://www.douyin.com/user/MS4wLjABAAAABMAIj7dUQ0CVeHKXtxaWaoWQZuZgSujsSujXHOWGNnM,,未知,0,安徽
7432194368997983027,超霸,0,2024-11-01 14:41:28,星雨,https://www.douyin.com/user/MS4wLjABAAAAUR8uBFeJUeC9F45e_mYp22uitRXQYMt71ODW4Qr4YSk,,未知,0,山东
7421460871404339994,挺不错,0,2024-10-03 16:26:24,恍恍惚惚,https://www.douyin.com/user/MS4wLjABAAAAjLzitsSs2i92s3QzFdvewS4TIxdVAvOcBDz0cKXhHi0,,未知,0,浙江
7408147451737391926,看来是敌国奸细,15,2024-08-28 19:31:52,妤蒽给蒽皖买Dr.🦋,https://www.douyin.com/user/MS4wLjABAAAAqcPe8lU3cjCXwCqTtcyOVvcIzaRKsfS85uNKbWNraQU,yuenienwan,未知,0,山东
7410772493726335779,说的是送兮兮,21,2024-09-04 21:11:15,🍀幸运星🍀,https://www.douyin.com/user/MS4wLjABAAAACSwQynJBvV--WdHpOzG-CF1OnjzD9kTBTxz2aBb9bXcYR7TuIq-jZvYQvI1HKpPR,dy12366688899912,未知,0,辽宁
7410970643951567625,这里跟小说一样,14,2024-09-05 10:08:54,爱琴海,https://www.douyin.com/user/MS4wLjABAAAATFTvujakkJbsYPL26-fpyq0PudbbzVbEUykV7CMC9cNM8L_4Pg0fKREfyTHYC_Wy,dyt0qhxic27b,未知,0,湖北
7408396271965635365,主角是这样的话应该活不过二天,30,2024-08-29 11:40:15,三生有幸,https://www.douyin.com/user/MS4wLjABAAAAiyKwMThsizC2rfVegoSzVCS6xkRnZNWDvjBuaXtng_g,,未知,0,广西
7423575650537833242,怎么加载失败,0,2024-10-09 09:21:35,一天奶奶,https://www.douyin.com/user/MS4wLjABAAAAb81-oWe73YsFt2-C9PgA40_9XcTyv_d_ykTNYamNZRo,,未知,0,江苏
7417012387126379305,男二比男主帅,0,2024-09-21 16:52:16,安妮,https://www.douyin.com/user/MS4wLjABAAAA9v0Zqs6-YpgoDY2QvIINN2EnCgN_h1cufZZx7SVUWlSHDkw2x1YfiCK_u5nFcvbj,95225421029,未知,0,四川
7419176204865127168,哈哈，打脸,0,2024-09-27 12:39:23,一一,https://www.douyin.com/user/MS4wLjABAAAAQp6glpg4YTjGldnj_g7v0WweBDseLeqWrPbSRof_9uoTTa8fpf0uGv7nofuxNXRx,YIYI4083,未知,0,内蒙古
7423400156449997579,承让承让,0,2024-10-08 21:53:51,无与伦比的美丽,https://www.douyin.com/user/MS4wLjABAAAAXeMIDvDSB1wOWn-jgdT5AMgXndSZsOUuDiO3piTbDHIShGadv-TUapyYw8Iu4P1q,gyq2018.4.14,未知,0,湖南
7427505713494229770,元帅真帅,0,2024-10-19 23:23:32,陌上花开，可缓缓归矣,https://www.douyin.com/user/MS4wLjABAAAAwMVr4Cp7E0K69O5PdfXrSTmct4VQ1fJEIG7W4xk2X4Q,dywtidph2c8q,未知,0,上海
7418101232364962612,后面就知了,0,2024-09-24 15:10:48,刘琼短剧,https://www.douyin.com/user/MS4wLjABAAAAqzKck0jYgk0cUVXiaLhkuLE6k2UHYDmiJvB6DYlLvgA,47152954811,未知,0,澳大利亚
7426267791898215202,[捂脸][捂脸][捂脸],0,2024-10-16 15:23:24,鹿先生,https://www.douyin.com/user/MS4wLjABAAAAOepnA1_iiMnePlIJTh-PbIQq9cE5aKqaqP7Gf93bdS8,Nmbd52904,未知,0,福建
7443730313576579874,[赞][赞][赞][赞][赞],0,2024-12-02 16:38:48,琴音,https://www.douyin.com/user/MS4wLjABAAAAFs_jXov-RtAdaGm5ovFq-GxOGTj65lpvjgExQkFWapHJKoWb9m5zwSbZsQk4kOIP,qinyin38326,未知,0,辽宁
