评论ID,评论内容,点赞数,评论时间,用户昵称,用户主页链接,用户抖音号,用户签名,回复总数,ip归属
7414761073901044492,慧太妃好可爱，谁也别跟我抢啊[舔屏],10,2024-09-15 15:09:22,九拍,https://www.douyin.com/user/MS4wLjABAAAA0a7M2PeOrHynf7mpouKsUQlQL7Z4lUt8aoWk6TSCFDMKABLdOyU1R8r41mHug1Zv,dyykadjmllxq,未知,0,河北
7409084497759339279,战老太太悔的肠子都青了[捂脸][捂脸][赞][赞][赞],79,2024-08-31 08:11:12,土豆虾丸,https://www.douyin.com/user/MS4wLjABAAAA7GfSS1JEgjBE6rjCtT5njc2afWcS09DMwq5TypfGRRPEXaw5Xbu3x48IJXfDdGAd,f1671899,未知,1,甘肃
7415090131223495476,家婆未来家婆表情到位[捂脸],4,2024-09-16 12:26:19,李月昌,https://www.douyin.com/user/MS4wLjABAAAAr6Q1n9BqOslokpKGqsmAdP4aZVMha8HUHohjkML06_E,,未知,0,广东
7413789884764226341,长公主好看,2,2024-09-13 00:26:41,哈哈哈哈哈呀呀呀呀,https://www.douyin.com/user/MS4wLjABAAAAMX_E6QyGlbRabuIVkuUnA49PmHzXUCWA5H2hQdTpuje_O3iww7-jgKSzzIOS8DC9,dytfuk7al7eo,未知,0,黑龙江
7415535099199980288,长公主的扇子漂亮,2,2024-09-17 17:09:33,夜游灵儿,https://www.douyin.com/user/MS4wLjABAAAASCyNOPJpDd3XBfSK1v4jMpsar-8fGD0jw8vQl7uOYkk,,未知,0,辽宁
7440119627341185792,神助攻的女儿,0,2024-11-22 23:07:19,七七和老六,https://www.douyin.com/user/MS4wLjABAAAANqXQ1AjIxDyqqVNm0jgjyDF-bI1_5WWZsgWPqTfQ18w,,未知,0,陕西
7471841301480588044,这丫鬟太聪明了，知道为主鞠躬尽瘁,0,2025-02-16 10:43:26,立新,https://www.douyin.com/user/MS4wLjABAAAAoVFM7NAae_QZa1f8LYl6w47JRDEHuRTqAOJBo0gkx58,qiping1418,未知,0,四川
7410758157025297152,小说我还在追，短剧是拍到哪为止呢,13,2024-09-04 20:17:25,vivi呀,https://www.douyin.com/user/MS4wLjABAAAAReloEnnQyLXqOVmGmjbKXCI2z2e23oMJhhaysE2FeB0,,未知,1,广东
7415482194486297382,战老太演技可以[赞],4,2024-09-17 13:48:28,Mm皇太后(☉д⊙),https://www.douyin.com/user/MS4wLjABAAAAVtxyrkvzLijGi0TRp2TBibwSxINt345uHrDYVf-hrng,,未知,1,河北
7415978241565262633,是不是都是以前的电视剧演员，怎么演这么好,1,2024-09-18 21:53:05,向前走不再回头,https://www.douyin.com/user/MS4wLjABAAAAFp08BjDr8PuhfM8i9vXFW-Vjz1WXHuXzdasi554wyXY,,未知,0,贵州
7442331726300644122,宋惜惜果然是女中豪杰中的花木兰。,1,2024-11-28 22:10:36,荒烟孤城,https://www.douyin.com/user/MS4wLjABAAAAwBpb3xuz6l4bLM7buw0yaDJySOCQvrWubA5QFt-64LcZquTYrwoKcvtuAI2Avl8G,huangyanguch,未知,0,四川
7428094147955000098,这些演员颜值还挺不错的,0,2024-10-21 13:28:45,小王。。。,https://www.douyin.com/user/MS4wLjABAAAADwYlK5ryRcnHsovDZPAqxu_2sv8SEcU24jUC-x2gy2Q,,未知,0,山西
7414722082163098422,这些演员演技在线，颜值在线,1,2024-09-15 12:44:14,平原歌首,https://www.douyin.com/user/MS4wLjABAAAAMGFAo584byrsDWzf-Vdiz_R4vgP8Kqh1LhGBG6oud5w,,未知,0,广西
